PlasmoDB_GeneID	PfBloodR1	PfBloodR2	PfOocystR1	PfOocystR2	PfSporozoiteR1	PfSporozoiteR2
PF3D7_0611500	1.422825917	4.848282275	0	0	0	0
PF3D7_0611600	4.26847775	14.54484682	1.14779419	0.841291125	0	0
PF3D7_0611700	0	0.969656455	6.886765138	2.944518938	1.225243761	0
PF3D7_0611800	14.22825917	28.12003719	13.77353028	15.56388581	44.10877541	38.77247356
PF3D7_0611900	2.845651833	7.75725164	2.295588379	3.785810063	0	1.020328252
PF3D7_0612000	0	0	0	0	0	0
PF3D7_0612100	2.845651833	0.969656455	8.034559327	5.889037876	0	0
PF3D7_0612200	0	11.63587746	0	0.841291125	1.225243761	1.020328252
PF3D7_0612300	0	0.969656455	0	1.261936688	0	0
PF3D7_0612400	1.422825917	1.93931291	1.14779419	0.420645563	0	0
PF3D7_0612500	42.6847775	79.51182931	0	0.420645563	0	0
PF3D7_0612600	4.26847775	3.87862582	0	1.68258225	0	1.020328252
PF3D7_0612700	4.26847775	0.969656455	3.443382569	2.523873375	1.225243761	0
PF3D7_0612800	1.422825917	0.969656455	3.443382569	2.944518938	14.70292514	15.30492377
PF3D7_0612900	9.959781416	11.63587746	1.14779419	5.047746751	3.675731284	7.142297761
PF3D7_0613000.1	0	0	0	0	0	0
PF3D7_0613000.2	0	0	0	0	0	0
PF3D7_0613000.3	0	0	0	0.420645563	0	0
PF3D7_0613100	0	0	0	0.841291125	1.225243761	0
PF3D7_0613200	0	0	0	0.841291125	0	0
PF3D7_0613300	0	0.969656455	1.14779419	2.944518938	1.225243761	0
PF3D7_0613400	1.422825917	8.726908095	11.4779419	7.992265689	3.675731284	0
PF3D7_0613500	0	0	2.295588379	5.468392313	0	0
PF3D7_0613600	5.691303666	6.787595185	0	0.420645563	3.675731284	1.020328252
PF3D7_0613700	5.691303666	12.60553391	4.591176758	10.51613906	3.675731284	5.101641258
PF3D7_0613800	0	3.87862582	1.14779419	0.420645563	0	1.020328252
PF3D7_0613900	0	0	0	0.420645563	1.225243761	1.020328252
PF3D7_0614000	0	0	3.443382569	2.944518938	0	1.020328252
PF3D7_0614100	1.422825917	0.969656455	1.14779419	3.785810063	0	1.020328252
PF3D7_0614200	0	0.969656455	5.738970948	3.785810063	2.450487523	5.101641258
PF3D7_0614300	8.536955499	15.51450328	1.14779419	3.785810063	42.88353165	77.54494712
PF3D7_0614400	11.38260733	1.93931291	1.14779419	3.365164501	0	0
PF3D7_0614500	9.959781416	2.908969365	21.8080896	16.40517694	0	2.040656503
PF3D7_0614600	0	3.87862582	0	1.261936688	0	1.020328252
PF3D7_0614700	1.422825917	7.75725164	0	2.523873375	2.450487523	1.020328252
PF3D7_0614800	1.422825917	0.969656455	1.14779419	1.68258225	0	1.020328252
PF3D7_0614900	1.422825917	10.666221	0	2.103227813	1.225243761	0
PF3D7_0615000	0	0.969656455	0	1.261936688	0	0
PF3D7_0615100	1.422825917	0.969656455	5.738970948	4.627101188	0	1.020328252
PF3D7_0615200	4.26847775	6.787595185	0	1.261936688	0	0
PF3D7_0615300	45.53042933	92.11736322	3.443382569	7.150974564	1.225243761	1.020328252
PF3D7_0615400	5.691303666	11.63587746	30.99044312	24.81808819	19.60390018	30.60984755
PF3D7_0615500	0	11.63587746	6.886765138	4.206455626	9.801950091	11.22361077
PF3D7_0615600	2.845651833	3.87862582	14.92132446	9.254202376	28.18060651	20.40656503
PF3D7_0615700	2.845651833	5.81793873	8.034559327	10.51613906	0	1.020328252
PF3D7_0615800	4.26847775	7.75725164	3.443382569	5.047746751	1.225243761	2.040656503
PF3D7_0615900	7.114129583	23.27175492	13.77353028	11.35743019	17.15341266	18.36590853
PF3D7_0616000	0	0.969656455	1.14779419	1.261936688	6.126218807	0
PF3D7_0616100	0	0	0	0.420645563	0	0
PF3D7_0616200	4.26847775	1.93931291	4.591176758	3.785810063	0	2.040656503
PF3D7_0616300	2.845651833	0	2.295588379	1.68258225	1.225243761	0
PF3D7_0616400	0	0.969656455	1.14779419	2.103227813	2.450487523	1.020328252
PF3D7_0616500	7.114129583	6.787595185	0	0.841291125	417.8081226	516.2860953
PF3D7_0616600	7.114129583	6.787595185	4.591176758	3.365164501	2.450487523	8.162626013
PF3D7_0616700	0	1.93931291	1.14779419	1.261936688	0	2.040656503
PF3D7_0616800	2.845651833	0.969656455	8.034559327	4.627101188	0	0
PF3D7_0616900	1.422825917	3.87862582	1.14779419	2.944518938	0	1.020328252
PF3D7_0617000	0	4.848282275	3.443382569	6.309683438	0	3.060984755
PF3D7_0617100	9.959781416	0	4.591176758	3.785810063	17.15341266	10.20328252
PF3D7_0617200	2.845651833	0	3.443382569	6.309683438	0	0
PF3D7_0617300	0	3.87862582	2.295588379	0.420645563	9.801950091	5.101641258
PF3D7_0617400	0	0.969656455	0	0.420645563	0	1.020328252
PF3D7_0617500	0	0	0	0	0	0
PF3D7_0617600	0	0	0	0	0	0
PF3D7_0617700	0	3.87862582	0	0	0	0
PF3D7_0617800	36.99347383	49.4524792	42.46838501	36.17551838	4.900975045	1.020328252
PF3D7_0617900	39.83912566	95.02633259	92.97132936	98.01041608	72.28938192	48.97575608
PF3D7_0618000	0	0	0	1.261936688	0	1.020328252
PF3D7_0618100	1.422825917	1.93931291	2.295588379	3.365164501	1.225243761	1.020328252
PF3D7_0618200	4.26847775	1.93931291	2.295588379	5.468392313	0	0
PF3D7_0618300	4.26847775	3.87862582	16.06911865	13.04001244	1.225243761	3.060984755
PF3D7_0618400	0	0	1.14779419	0.841291125	0	0
PF3D7_0618500	2.845651833	8.726908095	19.51250122	37.43745507	0	1.020328252
PF3D7_0618600	2.845651833	8.726908095	5.738970948	5.468392313	0	0
PF3D7_0618700	2.845651833	1.93931291	5.738970948	2.523873375	0	0
PF3D7_0618800	0	3.87862582	0	4.206455626	0	0
PF3D7_0618900.1	4.26847775	8.726908095	1.14779419	2.523873375	0	0
PF3D7_0618900.2	0	0	0	0	0	0
PF3D7_0619000.1	0	0	0	0	0	0
PF3D7_0619000.2	0	0	0	0	0	0
PF3D7_0619100	0	0	0	1.68258225	1.225243761	0
PF3D7_0619200	1.422825917	0.969656455	1.14779419	5.047746751	4.900975045	7.142297761
PF3D7_0619300	17.073911	31.02900656	35.58161988	18.50840475	20.82914394	26.52853454
PF3D7_0619400	2.845651833	3.87862582	8.034559327	10.93678463	1.225243761	1.020328252
PF3D7_0619500	0	0	2.295588379	4.627101188	0	0
PF3D7_0619600	2.845651833	2.908969365	2.295588379	1.261936688	0	1.020328252
PF3D7_0619700	0	1.93931291	2.295588379	2.944518938	1.225243761	2.040656503
PF3D7_0619800	2.845651833	1.93931291	24.10367798	16.40517694	17.15341266	5.101641258
PF3D7_0619900	0	0.969656455	0	0.841291125	0	0
PF3D7_0620000	0	0	16.06911865	14.30194913	0	0
PF3D7_0620100	0	0	0	0.841291125	3.675731284	5.101641258
PF3D7_0620200	1.422825917	0	0	0	4.900975045	5.101641258
PF3D7_0620300	0	0	0	1.261936688	2.450487523	0
PF3D7_0620400	0	0	0	0	0	0
PF3D7_0620500	7.114129583	1.93931291	2.295588379	1.68258225	0	0
PF3D7_0620600	4.26847775	4.848282275	0	0	0	0
PF3D7_0620700	1.422825917	10.666221	0	1.261936688	1.225243761	0
PF3D7_0620800	1.422825917	0	0	0	0	0
PF3D7_0620900	0	0	0	0	0	0
PF3D7_0621000	0	0.969656455	2.295588379	3.365164501	0	0
PF3D7_0621100	1.422825917	6.787595185	1.14779419	0.420645563	0	0
PF3D7_0621200	0	0	0	0.420645563	0	0
PF3D7_0621300	1.422825917	0.969656455	5.738970948	5.468392313	0	0
PF3D7_0621400	17.073911	33.93797592	0	0.420645563	0	0
PF3D7_0621500	1.422825917	0.969656455	1.14779419	1.68258225	0	0
PF3D7_0621600	0	0	2.295588379	0.841291125	2.450487523	1.020328252
PF3D7_0621700	2.845651833	0.969656455	6.886765138	9.674847939	2.450487523	5.101641258
PF3D7_0621800	5.691303666	0	3.443382569	3.365164501	1.225243761	0
PF3D7_0621900	2.845651833	0.969656455	3.443382569	5.468392313	0	0
PF3D7_0622000	1.422825917	2.908969365	0	0.420645563	0	0
PF3D7_0622100	1.422825917	7.75725164	0	0.420645563	3.675731284	8.162626013
PF3D7_0622200	5.691303666	0.969656455	9.182353517	11.77807575	1.225243761	1.020328252
PF3D7_0622300	0	0	1.14779419	2.944518938	1.225243761	0
PF3D7_0622400	1.422825917	0	0	1.68258225	0	0
PF3D7_0622500	1.422825917	2.908969365	5.738970948	7.571620126	0	0
PF3D7_0622600	0	0.969656455	0	1.261936688	0	0
PF3D7_0622700	9.959781416	11.63587746	3.443382569	0.841291125	2.450487523	2.040656503
PF3D7_0622800	7.114129583	6.787595185	27.54706055	18.08775919	29.40585027	49.99608433
PF3D7_0622900	9.959781416	5.81793873	2.295588379	2.103227813	6.126218807	5.101641258
PF3D7_0623000	2.845651833	0.969656455	0	4.627101188	7.351462568	9.182954265
PF3D7_0623100	41.26195158	15.51450328	10.33014771	9.254202376	7.351462568	7.142297761
PF3D7_0623200	1.422825917	2.908969365	1.14779419	0.841291125	0	0
PF3D7_0623300	5.691303666	15.51450328	5.738970948	8.412911251	3.675731284	5.101641258
PF3D7_0623400	0	1.93931291	1.14779419	0.841291125	0	0
PF3D7_0623500	5.691303666	8.726908095	10.33014771	5.468392313	0	1.020328252
PF3D7_0623600	0	0	2.295588379	2.523873375	0	1.020328252
PF3D7_0623700	0	3.87862582	1.14779419	5.468392313	0	1.020328252
PF3D7_0623800	25.6108665	2.908969365	9.182353517	9.674847939	2.450487523	2.040656503
PF3D7_0623900	4.26847775	13.57519037	5.738970948	5.889037876	0	0
PF3D7_0624000	7.114129583	4.848282275	5.738970948	5.468392313	1.225243761	2.040656503
PF3D7_0624100	11.38260733	14.54484682	3.443382569	4.206455626	0	0
PF3D7_0624200	15.65108508	26.18072428	10.33014771	6.730329001	0	2.040656503
PF3D7_0624300	21.34238875	48.48282275	0	0.841291125	0	0
PF3D7_0624400	1.422825917	1.93931291	4.591176758	5.047746751	3.675731284	0
PF3D7_0624500	1.422825917	0	1.14779419	0	0	0
PF3D7_0624600	11.38260733	6.787595185	9.182353517	4.206455626	18.37865642	10.20328252
PF3D7_0624700	0	1.93931291	3.443382569	1.68258225	6.126218807	3.060984755
PF3D7_0624800	2.845651833	0	0	0.841291125	17.15341266	10.20328252
PF3D7_0624900	1.422825917	3.87862582	0	0	3.675731284	1.020328252
PF3D7_0625000.1	0	0	0	0	0	0
PF3D7_0625000.2	0	0	0	0	0	2.040656503
PF3D7_0625100	4.26847775	8.726908095	1.14779419	1.68258225	3.675731284	4.081313006
PF3D7_0625200	0	0	0	0.841291125	1.225243761	0
PF3D7_0625300	0	1.93931291	2.295588379	5.047746751	0	1.020328252
PF3D7_0625400	8.536955499	0.969656455	0	1.261936688	2.450487523	13.26426727
PF3D7_0625500	0	0.969656455	0	0.841291125	0	1.020328252
PF3D7_0625600	7.114129583	0.969656455	3.443382569	1.261936688	0	0
PF3D7_0625700	0	0	0	0.841291125	0	0
PF3D7_0625800	0	1.93931291	0	0.420645563	0	0
PF3D7_0625900	0	0	0	0.420645563	0	0
PF3D7_0626000	17.073911	24.24141137	4.591176758	12.61936688	7.351462568	13.26426727
PF3D7_0626100	2.845651833	0.969656455	1.14779419	2.944518938	0	1.020328252
PF3D7_0626200	0	0	4.591176758	1.261936688	3.675731284	0
PF3D7_0626300	0	2.908969365	4.591176758	10.93678463	0	1.020328252
PF3D7_0626400	4.26847775	7.75725164	4.591176758	2.944518938	9.801950091	9.182954265
PF3D7_0626500	7.114129583	11.63587746	0	0.420645563	0	2.040656503
PF3D7_0626600	12.80543325	31.99866301	0	0	1.225243761	0
PF3D7_0626700	1.422825917	0.969656455	1.14779419	1.261936688	0	3.060984755
PF3D7_0626800	17.073911	3.87862582	5.738970948	7.571620126	1.225243761	3.060984755
PF3D7_0626840	0	0	1.14779419	0.841291125	0	1.020328252
PF3D7_0626900	0	0	1.14779419	2.944518938	0	0
PF3D7_0627000	0	3.87862582	0	0.420645563	0	0
PF3D7_0627100	28.45651833	14.54484682	12.62573609	8.833556814	9.801950091	17.34558028
PF3D7_0627200	1.422825917	0.969656455	1.14779419	2.523873375	0	2.040656503
PF3D7_0627300	8.536955499	9.69656455	10.33014771	8.833556814	35.53206908	38.77247356
PF3D7_0627400	2.845651833	0.969656455	2.295588379	1.261936688	3.675731284	1.020328252
PF3D7_0627500	5.691303666	5.81793873	8.034559327	4.206455626	1.225243761	1.020328252
PF3D7_0627600	2.845651833	1.93931291	3.443382569	0.841291125	1.225243761	0
PF3D7_0627700	8.536955499	3.87862582	10.33014771	8.412911251	4.900975045	4.081313006
PF3D7_0627800	7.114129583	0	11.4779419	7.571620126	1.225243761	4.081313006
PF3D7_0627900	0	0.969656455	1.14779419	0.420645563	0	0
PF3D7_0628000	0	0.969656455	0	0	0	0
PF3D7_0628100	24.18804058	46.54350984	0	0.841291125	30.63109403	26.52853454
PF3D7_0628200	14.22825917	11.63587746	11.4779419	7.992265689	1.225243761	2.040656503
PF3D7_0628300	7.114129583	12.60553391	5.738970948	10.51613906	80.86608825	48.97575608
PF3D7_0628400	0	2.908969365	3.443382569	1.261936688	1.225243761	2.040656503
PF3D7_0628500	4.26847775	0.969656455	1.14779419	0	0	0
PF3D7_0628600	7.114129583	0.969656455	4.591176758	5.468392313	1.225243761	2.040656503
PF3D7_0628700	8.536955499	23.27175492	16.06911865	7.571620126	13.47768137	15.30492377
PF3D7_0628800	0	0	1.14779419	0.420645563	0	0
PF3D7_0628900	1.422825917	0.969656455	6.886765138	6.730329001	0	0
PF3D7_0629000	0	0.969656455	0	1.261936688	0	0
PF3D7_0629100	1.422825917	2.908969365	2.295588379	2.103227813	1.225243761	1.020328252
PF3D7_0629200	0	0.969656455	3.443382569	0.841291125	0	0
PF3D7_0629300	0	0.969656455	1.14779419	1.261936688	259.7516774	246.9194369
PF3D7_0629400	1.422825917	6.787595185	5.738970948	3.365164501	0	1.020328252
PF3D7_0629500	4.26847775	0.969656455	3.443382569	1.68258225	0	2.040656503
PF3D7_0629600	0	0	0	0	0	0
PF3D7_0629700	12.80543325	4.848282275	13.77353028	7.571620126	11.02719385	19.38623678
PF3D7_0629800	5.691303666	4.848282275	2.295588379	4.206455626	6.126218807	9.182954265
PF3D7_0629900	1.422825917	6.787595185	0	1.261936688	2.450487523	5.101641258
PF3D7_0630000	2.845651833	6.787595185	0	0	0	0
PF3D7_0630100	0	2.908969365	0	0.841291125	0	2.040656503
PF3D7_0630200	29.87934425	105.6925536	0	0	0	0
PF3D7_0630300	15.65108508	22.30209846	1.14779419	4.206455626	0	0
PF3D7_0630400	2.845651833	0	0	0	9.801950091	10.20328252
PF3D7_0630500	0	0	4.591176758	2.523873375	3.675731284	0
PF3D7_0630600	2.845651833	4.848282275	10.33014771	5.889037876	12.25243761	8.162626013
PF3D7_0630700	0	0.969656455	0	1.261936688	0	3.060984755
PF3D7_0630800	0	1.93931291	0	0	0	0
PF3D7_0630900	1.422825917	1.93931291	2.295588379	1.261936688	0	0
PF3D7_0631000	0	0	0	0	0	0
PF3D7_0631100	0	0	0	0	0	0
PF3D7_0631200	0	0	2.295588379	0.841291125	0	0
PF3D7_0631300	0	0	0	0	0	0
PF3D7_0631400	0	0	0	0	0	0
PF3D7_0631500	0	0	0	0	0	0
PF3D7_0631600	0	0	0	0	1.225243761	0
PF3D7_0631700	0	0	0	0	0	0
PF3D7_0631800	0	0	0	0.420645563	1.225243761	0
PF3D7_0631900	0	0	0	0	0	0
PF3D7_0632000	0	0	0	0	0	1.020328252
PF3D7_0632100	0	0	0	0	0	0
PF3D7_0632200	0	0	0	0	0	0
PF3D7_0632300	0	0	0	0	0	0
PF3D7_0632400	0	0	0	0	0	0
PF3D7_0632500	2.845651833	0.969656455	1.14779419	0.420645563	4.900975045	3.060984755
PF3D7_0632600	0	0	0	0	1.225243761	0
PF3D7_0632700	0	0	0	0	0	0
PF3D7_0632800	0	0	0	0	0	0
PF3D7_0700100	0	0.969656455	1.14779419	0.841291125	2.450487523	4.081313006
PF3D7_0700200	0	0	0	0	0	0
PF3D7_0700300	0	0	0	0	0	0
PF3D7_0700400	0	0	0	0	0	0
PF3D7_0700500	0	0	0	0	0	0
PF3D7_0700600	0	0	0	0	0	0
PF3D7_0700700	0	0	0	0	0	0
PF3D7_0700800	0	0	0	0	0	0
PF3D7_0700900	0	0	0	0	0	0
PF3D7_0701000	0	0	3.443382569	1.261936688	0	0
PF3D7_0701100	0	0	0	0	0	0
PF3D7_0701200	0	0	0	0	0	0
PF3D7_0701300	0	0	0	0	0	0
PF3D7_0701400	1.422825917	0	0	0	0	0
PF3D7_0701500	0	0	0	0	0	0
PF3D7_0701600	0	0	0	0	0	0
PF3D7_0701700	0	0	0	0	0	0
PF3D7_0701800	0	0	0	0	0	0
PF3D7_0701900	2.845651833	0	0	0.420645563	0	0
PF3D7_0702000	1.422825917	0	0	0	0	0
PF3D7_0702100	0	0.969656455	0	0	0	1.020328252
PF3D7_0702200	27.03369241	3.87862582	0	0.420645563	0	0
PF3D7_0702300	19.91956283	0	0	0	0	0
PF3D7_0702400	34.147822	0	0	0	0	0
PF3D7_0702500	38.41629975	0.969656455	2.295588379	0.420645563	0	0
PF3D7_0702600	0	0	0	0	1.225243761	0
PF3D7_0702700	0	0	0	0	0	0
PF3D7_0702800	0	0	0	0	0	0
PF3D7_0702900	0	1.93931291	2.295588379	3.785810063	0	0
PF3D7_0703000	0	2.908969365	2.295588379	1.68258225	0	1.020328252
PF3D7_0703100	0	0	0	0.841291125	0	0
PF3D7_0703200	0	0.969656455	0	2.103227813	0	1.020328252
PF3D7_0703300	0	0	1.14779419	0	0	0
PF3D7_0703400	0	0	0	3.785810063	0	0
PF3D7_0703500	19.91956283	8.726908095	18.36470703	16.40517694	14.70292514	12.24393902
PF3D7_0703600	7.114129583	14.54484682	22.95588379	10.0954935	17.15341266	10.20328252
PF3D7_0703700	5.691303666	1.93931291	1.14779419	1.261936688	0	0
PF3D7_0703800	2.845651833	7.75725164	1.14779419	1.261936688	0	0
PF3D7_0703900	34.147822	24.24141137	345.4860511	230.0931227	296.5089902	256.1023912
PF3D7_0704000	2.845651833	0.969656455	10.33014771	8.412911251	1.225243761	1.020328252
PF3D7_0704100	21.34238875	43.63454047	4.591176758	2.103227813	9.801950091	6.12196951
PF3D7_0704200	0	0	3.443382569	5.047746751	0	0
PF3D7_0704300	1.422825917	0.969656455	10.33014771	4.627101188	0	0
PF3D7_0704400	0	13.57519037	3.443382569	2.523873375	0	0
PF3D7_0704500	0	1.93931291	3.443382569	1.261936688	8.576706329	5.101641258
PF3D7_0704600	29.87934425	18.42347264	12.62573609	18.50840475	18.37865642	32.65050405
PF3D7_0704700	2.845651833	2.908969365	27.54706055	10.51613906	13.47768137	16.32525203
PF3D7_0704800	1.422825917	2.908969365	0	0.841291125	8.576706329	6.12196951
PF3D7_0704900	2.845651833	1.93931291	0	0	2.450487523	1.020328252
PF3D7_0705000	7.114129583	8.726908095	8.034559327	3.785810063	0	0
PF3D7_0705100	1.422825917	1.93931291	0	0.420645563	0	0
PF3D7_0705200	0	0.969656455	2.295588379	1.68258225	0	0
PF3D7_0705300	2.845651833	11.63587746	1.14779419	2.944518938	0	0
PF3D7_0705400	1.422825917	8.726908095	1.14779419	5.468392313	0	1.020328252
PF3D7_0705500	27.03369241	6.787595185	1.14779419	7.150974564	15.9281689	16.32525203
PF3D7_0705600	2.845651833	0	5.738970948	1.68258225	0	0
PF3D7_0705700	0	2.908969365	3.443382569	8.412911251	0	1.020328252
PF3D7_0705800	7.114129583	8.726908095	1.14779419	0	0	0
PF3D7_0705900	1.422825917	1.93931291	4.591176758	2.523873375	0	0
PF3D7_0706000	4.26847775	3.87862582	6.886765138	7.992265689	0	0
PF3D7_0706100	2.845651833	0	0	2.103227813	0	0
PF3D7_0706200	0	0	0	0	0	0
PF3D7_0706300	0	0.969656455	8.034559327	4.206455626	0	0
PF3D7_0706400	9.959781416	2.908969365	3.443382569	7.571620126	0	0
PF3D7_0706500	4.26847775	3.87862582	10.33014771	11.77807575	0	4.081313006
PF3D7_0706600	7.114129583	12.60553391	0	1.261936688	0	0
PF3D7_0706700	18.49673691	6.787595185	2.295588379	1.68258225	3.675731284	4.081313006
PF3D7_0706800	1.422825917	0	0	0	0	0
PF3D7_0706900	0	0	0	0	0	0
PF3D7_0707000	0	0	0	0	0	0
PF3D7_0707100	0	0	0	0	0	0
PF3D7_0707200	8.536955499	0	10.33014771	5.047746751	3.675731284	3.060984755
PF3D7_0707300	0	0	0	0	0	1.020328252
PF3D7_0707400	4.26847775	0	1.14779419	1.68258225	0	1.020328252
PF3D7_0707420	1.422825917	7.75725164	8.034559327	12.61936688	13.47768137	9.182954265
PF3D7_0707500	2.845651833	0	8.034559327	1.68258225	1.225243761	0
PF3D7_0707600	1.422825917	1.93931291	1.14779419	1.261936688	1.225243761	0
PF3D7_0707700	12.80543325	8.726908095	20.66029541	12.61936688	19.60390018	26.52853454
PF3D7_0707800	0	1.93931291	5.738970948	7.992265689	3.675731284	9.182954265
PF3D7_0707900	0	0.969656455	0	0.841291125	0	0
PF3D7_0708000	2.845651833	18.42347264	8.034559327	6.309683438	1.225243761	2.040656503
PF3D7_0708100	5.691303666	2.908969365	0	1.68258225	3.675731284	6.12196951
PF3D7_0708200	0	2.908969365	0	2.944518938	1.225243761	0
PF3D7_0708300	1.422825917	0	1.14779419	0.841291125	3.675731284	0
PF3D7_0708400	31.30217016	22.30209846	51.65073853	46.27101188	3.675731284	10.20328252
PF3D7_0708500	9.959781416	5.81793873	1.14779419	3.785810063	0	0
PF3D7_0708600	5.691303666	13.57519037	0	0	0	0
PF3D7_0708700	1.422825917	0	1.14779419	2.523873375	0	2.040656503
PF3D7_0708800	12.80543325	2.908969365	12.62573609	12.19872131	1.225243761	0
PF3D7_0708900	1.422825917	0.969656455	3.443382569	1.68258225	0	0
PF3D7_0709000	5.691303666	5.81793873	1.14779419	1.68258225	3.675731284	9.182954265
PF3D7_0709050	14.22825917	19.3931291	5.738970948	4.627101188	1.225243761	3.060984755
PF3D7_0709100	106.7119437	99.87461486	72.31103394	39.54068288	74.73986944	45.91477132
PF3D7_0709200	0	0	1.14779419	0	2.450487523	4.081313006
PF3D7_0709300	1.422825917	1.93931291	8.034559327	3.785810063	7.351462568	5.101641258
PF3D7_0709400	0	5.81793873	2.295588379	4.627101188	0	0
PF3D7_0709500	0	0.969656455	3.443382569	2.523873375	1.225243761	3.060984755
PF3D7_0709600	0	2.908969365	5.738970948	5.047746751	0	0
PF3D7_0709700	9.959781416	17.45381619	0	4.206455626	0	0
PF3D7_0709800	1.422825917	2.908969365	1.14779419	1.261936688	0	0
PF3D7_0709900	0	5.81793873	2.295588379	4.627101188	6.126218807	5.101641258
PF3D7_0710000	5.691303666	7.75725164	11.4779419	7.992265689	3.675731284	3.060984755
PF3D7_0710100	5.691303666	4.848282275	1.14779419	3.785810063	1.225243761	1.020328252
PF3D7_0710200	14.22825917	35.87728883	11.4779419	12.61936688	0	0
PF3D7_0710300	0	0	0	0.420645563	0	0
PF3D7_0710400	4.26847775	0	0	2.103227813	0	0
PF3D7_0710500	4.26847775	2.908969365	1.14779419	2.103227813	0	0
PF3D7_0710600	5.691303666	0.969656455	18.36470703	19.34969588	0	0
PF3D7_0710700	1.422825917	0	0	0.420645563	0	0
PF3D7_0710800	11.38260733	13.57519037	1.14779419	3.785810063	0	0
PF3D7_0710900	0	1.93931291	0	1.68258225	0	0
PF3D7_0711000	1.422825917	0.969656455	8.034559327	8.833556814	0	0
PF3D7_0711100	1.422825917	1.93931291	2.295588379	0.841291125	0	0
PF3D7_0711200	2.845651833	0	2.295588379	1.68258225	0	0
PF3D7_0711300	0	1.93931291	0	0.420645563	0	0
PF3D7_0711400	0	2.908969365	3.443382569	4.627101188	0	0
PF3D7_0711500	2.845651833	8.726908095	20.66029541	15.14324025	1.225243761	0
PF3D7_0711600	1.422825917	0	0	0	0	0
PF3D7_0711700	1.422825917	0.969656455	0	0.841291125	0	1.020328252
PF3D7_0711800	0	0	0	0	0	0
PF3D7_0711900	0	0	0	0.420645563	0	0
PF3D7_0712000	0	0	0	0	0	1.020328252
PF3D7_0712100	0	0	0	0.420645563	0	0
PF3D7_0712200	1.422825917	0	0	0	0	0
PF3D7_0712300	0	0	0	0.841291125	0	1.020328252
PF3D7_0712400	0	0	1.14779419	0	1.225243761	1.020328252
PF3D7_0712500	0	0	0	0	0	0
PF3D7_0712600	0	0.969656455	0	0	0	1.020328252
PF3D7_0712700	0	0	0	0	0	0
PF3D7_0712800	0	1.93931291	0	0.420645563	3.675731284	0
PF3D7_0712900	0	0	0	0	2.450487523	0
PF3D7_0713000	0	0	0	0	0	1.020328252
PF3D7_0713100	0	0	0	0	0	0
PF3D7_0713200	0	0	0	0	0	0
PF3D7_0713300	0	0	0	0	0	0
PF3D7_0713400	2.845651833	2.908969365	2.295588379	3.365164501	1.225243761	1.020328252
PF3D7_0713500	2.845651833	1.93931291	0	1.68258225	0	0
PF3D7_0713600	0	0.969656455	0	2.944518938	0	0
PF3D7_0713700	1.422825917	9.69656455	3.443382569	1.261936688	4.900975045	2.040656503
PF3D7_0713800	0	0.969656455	0	0.420645563	0	0
PF3D7_0713900	9.959781416	4.848282275	9.182353517	6.730329001	1.225243761	0
PF3D7_0714000	1.422825917	0	2.295588379	1.261936688	0	0
PF3D7_0714100	1.422825917	0.969656455	0	0	0	0
PF3D7_0714200	7.114129583	4.848282275	2.295588379	4.206455626	0	1.020328252
PF3D7_0714300	5.691303666	11.63587746	1.14779419	2.103227813	0	0
PF3D7_0714400	0	0.969656455	0	0	0	0
PF3D7_0714500	4.26847775	6.787595185	5.738970948	6.309683438	0	0
PF3D7_0714600	7.114129583	0	2.295588379	1.68258225	0	0
PF3D7_0714700	0	0	0	0	0	0
PF3D7_0714800	0	0	0	0	0	0
PF3D7_0714900	0	0	0	1.68258225	0	0
PF3D7_0715000	0	0	8.034559327	4.206455626	0	1.020328252
PF3D7_0715100	4.26847775	0	3.443382569	1.261936688	0	0
PF3D7_0715200	44.10760341	76.60285994	2.295588379	2.523873375	2.450487523	4.081313006
PF3D7_0715300	1.422825917	1.93931291	1.14779419	2.944518938	0	1.020328252
PF3D7_0715400	2.845651833	12.60553391	0	0.420645563	0	0
PF3D7_0715500	1.422825917	0	1.14779419	0.420645563	0	1.020328252
PF3D7_0715600	1.422825917	1.93931291	8.034559327	6.730329001	0	0
PF3D7_0715700	1.422825917	1.93931291	1.14779419	1.68258225	0	0
PF3D7_0715800	1.422825917	0.969656455	4.591176758	2.103227813	0	1.020328252
PF3D7_0715900	0	0.969656455	6.886765138	4.627101188	0	0
PF3D7_0716000	1.422825917	5.81793873	1.14779419	4.627101188	0	0
PF3D7_0716100	1.422825917	0	4.591176758	3.785810063	0	0
PF3D7_0716200	8.536955499	13.57519037	10.33014771	3.785810063	0	0
PF3D7_0716300	8.536955499	13.57519037	106.7448596	76.55749239	4.900975045	3.060984755
PF3D7_0716400	2.845651833	1.93931291	6.886765138	4.206455626	1.225243761	0
PF3D7_0716500	0	3.87862582	1.14779419	0.841291125	0	1.020328252
PF3D7_0716600	17.073911	37.81660174	1.14779419	2.944518938	2.450487523	0
PF3D7_0716700	1.422825917	0	6.886765138	1.261936688	0	1.020328252
PF3D7_0716800	1.422825917	2.908969365	16.06911865	4.627101188	1.225243761	1.020328252
PF3D7_0716900	41.26195158	85.32976804	2.295588379	5.468392313	3.675731284	4.081313006
PF3D7_0717000	2.845651833	5.81793873	1.14779419	2.523873375	0	3.060984755
PF3D7_0717100	0	1.93931291	2.295588379	2.944518938	0	1.020328252
