Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Gene Type	Input ID	Gene Name or Symbol	
PF3D7_0621300	PF3D7_0621300.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:873,809..876,190(+)	mRNA-binding protein PUF3	protein coding	PF3D7_0621300	PUF3	
PF3D7_0621400	PF3D7_0621400.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:878,790..880,784(+)	Pf77 protein	protein coding	PF3D7_0621400	ALV7	
PF3D7_0621500	PF3D7_0621500.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:881,963..882,994(+)	ribonuclease P/MRP protein subunit RPP1, putative	protein coding	PF3D7_0621500	RPP1	
PF3D7_0621600	PF3D7_0621600.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:883,563..883,644(-)	tRNA Serine	tRNA encoding	PF3D7_0621600	N/A	
PF3D7_0621700	PF3D7_0621700.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:884,428..889,614(+)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0621700	N/A	
PF3D7_0621800	PF3D7_0621800.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:891,997..892,777(+)	nascent polypeptide-associated complex subunit alpha, putative	protein coding	PF3D7_0621800	N/A	
PF3D7_0621900	PF3D7_0621900.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:893,450..895,780(-)	signal recognition particle subunit SRP68, putative	protein coding	PF3D7_0621900	SRP68	
PF3D7_0622000	PF3D7_0622000.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:896,989..897,968(+)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0622000	N/A	
PF3D7_0622100	PF3D7_0622100.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:898,341..902,363(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0622100	N/A	
PF3D7_0622200	PF3D7_0622200.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:903,740..906,322(-)	radical SAM protein, putative	protein coding	PF3D7_0622200	N/A	
PF3D7_0622300	PF3D7_0622300.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:908,017..911,096(+)	vacuolar transporter chaperone, putative	protein coding	PF3D7_0622300	N/A	
PF3D7_0622400	PF3D7_0622400.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:911,503..911,889(+)	conserved protein, unknown function	protein coding	PF3D7_0622400	N/A	
PF3D7_0622500	PF3D7_0622500.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:912,406..913,710(-)	RNA methyltransferase, putative	protein coding	PF3D7_0622500	N/A	
PF3D7_0622600	PF3D7_0622600.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:914,743..915,429(+)	cytochrome b-c1 complex subunit 9, putative	protein coding	PF3D7_0622600	QCR9	
PF3D7_0622700	PF3D7_0622700.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:916,000..917,299(-)	conserved Plasmodium membrane protein, unknown function	protein coding	PF3D7_0622700	N/A	
PF3D7_0622800	PF3D7_0622800.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:919,685..924,028(+)	leucine--tRNA ligase, putative	protein coding	PF3D7_0622800	N/A	
PF3D7_0622900	PF3D7_0622900.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:925,105..931,074(-)	AP2 domain transcription factor AP2Tel	protein coding	PF3D7_0622900	AP2Tel	
PF3D7_0623000	PF3D7_0623000.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:937,068..938,651(-)	chorismate synthase	protein coding	PF3D7_0623000	CS	
PF3D7_0623100	PF3D7_0623100.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:939,660..943,720(-)	nuclear polyadenylated RNA-binding protein NAB2, putative	protein coding	PF3D7_0623100	NAB2	
PF3D7_0623200	PF3D7_0623200.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:946,129..947,244(+)	ferredoxin--NADP reductase	protein coding	PF3D7_0623200	FNR	
PF3D7_0623300	PF3D7_0623300.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:947,493..948,644(-)	EGF-like membrane protein, putative	protein coding	PF3D7_0623300	N/A	
PF3D7_0623400	PF3D7_0623400.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:950,223..951,506(-)	MEI2-like RNA-binding protein, putative	protein coding	PF3D7_0623400	PlasMei2	
PF3D7_0623500	PF3D7_0623500.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:952,906..954,848(-)	superoxide dismutase [Fe]	protein coding	PF3D7_0623500	SOD2	
PF3D7_0623600	PF3D7_0623600.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:956,765..958,756(+)	splicing factor-like protein 1, putative	protein coding	PF3D7_0623600	N/A	
PF3D7_0623700	PF3D7_0623700.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:959,132..962,545(-)	ATP-dependent RNA helicase SUV3, putative	protein coding	PF3D7_0623700	SUV3	
PF3D7_0623800	PF3D7_0623800.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:963,741..970,955(-)	tyrosine kinase-like protein, putative	protein coding	PF3D7_0623800	TKL4	
PF3D7_0623900	PF3D7_0623900.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:977,183..978,049(+)	ribonuclease H2 subunit A, putative	protein coding	PF3D7_0623900	N/A	
PF3D7_0624000	PF3D7_0624000.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:981,066..982,547(+)	hexokinase	protein coding	PF3D7_0624000	HK	
PF3D7_0624100	PF3D7_0624100.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:983,946..984,989(+)	conserved protein, unknown function	protein coding	PF3D7_0624100	N/A	
PF3D7_0624200	PF3D7_0624200.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:985,047..986,870(-)	SURP domain-containing protein, putative	protein coding	PF3D7_0624200	N/A	
PF3D7_0624300	PF3D7_0624300.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:987,808..989,636(+)	CPW-WPC family protein	protein coding	PF3D7_0624300	N/A	
PF3D7_0624400	PF3D7_0624400.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:990,375..992,198(-)	conserved protein, unknown function	protein coding	PF3D7_0624400	N/A	
PF3D7_0624500	PF3D7_0624500.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:994,284..994,553(+)	anaphase-promoting complex subunit 11, putative	protein coding	PF3D7_0624500	APC11	
PF3D7_0624600	PF3D7_0624600.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:999,524..1,007,683(+)	SNF2 helicase, putative	protein coding	PF3D7_0624600	ISWI	
PF3D7_0624700	PF3D7_0624700.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,009,457..1,010,718(-)	N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase, putative	protein coding	PF3D7_0624700	PIGL	
PF3D7_0624800	PF3D7_0624800.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,011,429..1,014,569(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0624800	N/A	
PF3D7_0624900	PF3D7_0624900.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,015,868..1,018,444(+)	GAS8-like protein, putative	protein coding	PF3D7_0624900	N/A	
PF3D7_0625000	PF3D7_0625000.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,020,024..1,021,875(+)	sphingomyelin synthase 1, putative	protein coding	PF3D7_0625000.1, PF3D7_0625000.2	SMS1	
PF3D7_0625000	PF3D7_0625000.2	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,020,024..1,021,875(+)	sphingomyelin synthase 1, putative	protein coding	PF3D7_0625000.2, PF3D7_0625000.1	SMS1	
PF3D7_0625100	PF3D7_0625100.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,023,015..1,024,214(+)	sphingomyelin synthase 2, putative	protein coding	PF3D7_0625100	SMS2	
PF3D7_0625200	PF3D7_0625200.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,025,179..1,026,336(+)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0625200	N/A	
PF3D7_0625300	PF3D7_0625300.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,026,823..1,031,157(-)	DNA polymerase 1, putative	protein coding	PF3D7_0625300	N/A	
PF3D7_0625400	PF3D7_0625400.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,032,536..1,033,774(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0625400	N/A	
PF3D7_0625500	PF3D7_0625500.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,035,358..1,036,371(+)	conserved Plasmodium membrane protein, unknown function	protein coding	PF3D7_0625500	N/A	
PF3D7_0625600	PF3D7_0625600.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,039,655..1,041,550(+)	poly(A) polymerase PAP, putative	protein coding	PF3D7_0625600	PAP	
PF3D7_0625700	PF3D7_0625700.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,042,652..1,042,948(-)	conserved protein, unknown function	protein coding	PF3D7_0625700	N/A	
PF3D7_0625800	PF3D7_0625800.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,043,546..1,045,474(+)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0625800	N/A	
PF3D7_0625900	PF3D7_0625900.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,046,986..1,048,052(+)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0625900	N/A	
PF3D7_0626000	PF3D7_0626000.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,048,710..1,053,965(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0626000	N/A	
PF3D7_0626100	PF3D7_0626100.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,056,052..1,058,529(+)	oxidoreductase, short-chain dehydrogenase family, putative	protein coding	PF3D7_0626100	N/A	
PF3D7_0626200	PF3D7_0626200.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,058,666..1,059,922(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0626200	N/A	
PF3D7_0626300	PF3D7_0626300.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,061,115..1,062,891(-)	3-oxoacyl-acyl-carrier protein synthase I/II	protein coding	PF3D7_0626300	FabB/FabF	
PF3D7_0626400	PF3D7_0626400.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,065,147..1,068,626(+)	CRAL/TRIO domain-containing protein, putative	protein coding	PF3D7_0626400	N/A	
PF3D7_0626500	PF3D7_0626500.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,069,962..1,072,805(+)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0626500	N/A	
PF3D7_0626600	PF3D7_0626600.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,073,458..1,073,895(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0626600	N/A	
PF3D7_0626700	PF3D7_0626700.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,075,018..1,076,136(+)	ATPase	protein coding	PF3D7_0626700	N/A	
PF3D7_0626800	PF3D7_0626800.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,078,995..1,081,320(+)	pyruvate kinase	protein coding	PF3D7_0626800	PyrK	
PF3D7_0626840	PF3D7_0626840.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,080,331..1,080,559(+)	small nucleolar RNA snoR35	non protein coding	PF3D7_0626840	N/A	
PF3D7_0626900	PF3D7_0626900.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,082,910..1,084,028(+)	ribosomal protein L46, mitochondrial, putative	protein coding	PF3D7_0626900	N/A	
PF3D7_0627000	PF3D7_0627000.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,084,508..1,084,840(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0627000	N/A	
PF3D7_0627100	PF3D7_0627100.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,089,190..1,094,328(+)	ankyrin-repeat protein, putative	protein coding	PF3D7_0627100	N/A	
PF3D7_0627200	PF3D7_0627200.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,095,065..1,096,373(-)	myosin light chain, putative	protein coding	PF3D7_0627200	N/A	
PF3D7_0627300	PF3D7_0627300.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,097,300..1,098,649(-)	E3 ubiquitin-protein ligase RNF5, putative	protein coding	PF3D7_0627300	RNF5	
PF3D7_0627400	PF3D7_0627400.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,100,277..1,100,858(-)	mitochondrial import inner membrane translocase subunit TIM22, putative	protein coding	PF3D7_0627400	TIM22	
PF3D7_0627500	PF3D7_0627500.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,101,734..1,102,852(-)	protein DJ-1	protein coding	PF3D7_0627500	DJ1	
PF3D7_0627600	PF3D7_0627600.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,104,015..1,105,199(+)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0627600	N/A	
PF3D7_0627700	PF3D7_0627700.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,108,197..1,111,640(+)	transportin	protein coding	PF3D7_0627700	N/A	
PF3D7_0627800	PF3D7_0627800.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,114,544..1,117,537(-)	acetyl-CoA synthetase, putative	protein coding	PF3D7_0627800	ACS	
PF3D7_0627900	PF3D7_0627900.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,119,587..1,120,858(+)	ribonuclease P protein subunit p29, putative	protein coding	PF3D7_0627900	POP4	
PF3D7_0628000	PF3D7_0628000.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,121,690..1,122,211(+)	6-pyruvoyltetrahydropterin synthase	protein coding	PF3D7_0628000	PTPS	
PF3D7_0628100	PF3D7_0628100.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,122,801..1,153,664(-)	HECT-domain (ubiquitin-transferase), putative	protein coding	PF3D7_0628100	N/A	
PF3D7_0628200	PF3D7_0628200.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,159,862..1,169,080(+)	eukaryotic translation initiation factor 2-alpha kinase	protein coding	PF3D7_0628200	PK4	
PF3D7_0628300	PF3D7_0628300.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,170,813..1,173,696(-)	choline/ethanolaminephosphotransferase, putative	protein coding	PF3D7_0628300	CEPT	
PF3D7_0628400	PF3D7_0628400.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,176,265..1,178,587(+)	protease, putative	protein coding	PF3D7_0628400	N/A	
PF3D7_0628500	PF3D7_0628500.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,179,053..1,180,003(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0628500	N/A	
PF3D7_0628600	PF3D7_0628600.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,180,573..1,182,353(-)	DNA methyltransferase 1-associated protein 1, putative	protein coding	PF3D7_0628600	N/A	
PF3D7_0628700	PF3D7_0628700.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,183,896..1,185,617(+)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0628700	N/A	
PF3D7_0628800	PF3D7_0628800.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,185,996..1,188,644(-)	glutamyl-tRNA(Gln) amidotransferase subunit B	protein coding	PF3D7_0628800	GATB	
PF3D7_0628900	PF3D7_0628900.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,189,472..1,193,978(+)	RAP protein, putative	protein coding	PF3D7_0628900	N/A	
PF3D7_0629000	PF3D7_0629000.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,194,304..1,195,179(-)	glucosamine 6-phosphate N-acetyltransferase	protein coding	PF3D7_0629000	GNA1	
PF3D7_0629100	PF3D7_0629100.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,196,041..1,198,038(-)	nicotinate phosphoribosyltransferase, putative	protein coding	PF3D7_0629100	NAPRT	
PF3D7_0629200	PF3D7_0629200.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,199,853..1,200,995(-)	DnaJ protein, putative	protein coding	PF3D7_0629200	N/A	
PF3D7_0629300	PF3D7_0629300.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,205,190..1,207,781(+)	phospholipase, putative	protein coding	PF3D7_0629300	PL	
PF3D7_0629400	PF3D7_0629400.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,210,420..1,212,762(+)	polyadenylate-binding protein 3, putative	protein coding	PF3D7_0629400	PABP3	
PF3D7_0629500	PF3D7_0629500.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,213,948..1,216,005(-)	amino acid transporter AAT1	protein coding	PF3D7_0629500	AAT1	
PF3D7_0629600	PF3D7_0629600.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,218,307..1,219,251(+)	RNA-binding protein, putative	protein coding	PF3D7_0629600	N/A	
PF3D7_0629700	PF3D7_0629700.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,221,941..1,242,922(+)	SET domain protein, putative	protein coding	PF3D7_0629700	SET1	
PF3D7_0629800	PF3D7_0629800.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,243,580..1,247,219(-)	cullin-like protein, putative	protein coding	PF3D7_0629800	N/A	
PF3D7_0629900	PF3D7_0629900.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,250,412..1,251,651(+)	sec14-like cytosolic factor or phosphatidylinositol/phosphatidylcholine transfer protein, putative	protein coding	PF3D7_0629900	N/A	
PF3D7_0630000	PF3D7_0630000.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,252,052..1,253,985(-)	CPW-WPC family protein	protein coding	PF3D7_0630000	N/A	
PF3D7_0630100	PF3D7_0630100.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,254,907..1,256,940(-)	alpha/beta hydrolase, putative	protein coding	PF3D7_0630100	N/A	
PF3D7_0630200	PF3D7_0630200.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,258,880..1,259,939(+)	secreted ookinete protein, putative	protein coding	PF3D7_0630200	PSOP6	
PF3D7_0630300	PF3D7_0630300.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,260,398..1,269,596(-)	DNA polymerase epsilon catalytic subunit A, putative	protein coding	PF3D7_0630300	N/A	
PF3D7_0630400	PF3D7_0630400.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,272,363..1,273,532(-)	conserved Plasmodium protein, unknown function	protein coding	PF3D7_0630400	N/A	
PF3D7_0630500	PF3D7_0630500.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,276,329..1,277,825(+)	ribosome biogenesis protein YTM1, putative	protein coding	PF3D7_0630500	YTM1	
PF3D7_0630600	PF3D7_0630600.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,279,820..1,283,246(+)	conserved protein, unknown function	protein coding	PF3D7_0630600	N/A	
PF3D7_0630700	PF3D7_0630700.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,285,058..1,287,031(+)	bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, putative	protein coding	PF3D7_0630700	N/A	
PF3D7_0630800	PF3D7_0630800.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,288,237..1,290,805(+)	TPH domain-containing protein, putative	protein coding	PF3D7_0630800	N/A	
PF3D7_0630900	PF3D7_0630900.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,291,035..1,292,972(-)	ATP-dependent RNA helicase HAS1	protein coding	PF3D7_0630900	HAS1	
PF3D7_0631000	PF3D7_0631000.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,295,474..1,296,331(+)	tetratricopeptide repeat protein, putative	protein coding	PF3D7_0631000	N/A	
PF3D7_0631100	PF3D7_0631100.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,297,885..1,299,373(+)	Plasmodium exported protein (PHISTb), unknown function	protein coding	PF3D7_0631100	N/A	
PF3D7_0631200	PF3D7_0631200.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,313,708..1,315,253(-)	erythrocyte membrane protein 1 (PfEMP1), pseudogene	protein coding	PF3D7_0631200	VAR	
PF3D7_0631300	PF3D7_0631300.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,316,873..1,317,721(+)	exported protein family 1	protein coding	PF3D7_0631300	EPF1	
PF3D7_0631400	PF3D7_0631400.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,318,327..1,319,116(-)	Pfmc-2TM Maurer's cleft two transmembrane protein	protein coding	PF3D7_0631400	MC-2TM	
PF3D7_0631500	PF3D7_0631500.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,321,320..1,322,094(-)	exported protein family 3	protein coding	PF3D7_0631500	EPF3	
PF3D7_0631600	PF3D7_0631600.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,323,294..1,324,435(+)	exported protein family 4	protein coding	PF3D7_0631600	EPF4	
PF3D7_0631700	PF3D7_0631700.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,326,737..1,327,918(+)	rifin, pseudogene	protein coding	PF3D7_0631700	N/A	
PF3D7_0631800	PF3D7_0631800.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,329,771..1,330,963(+)	rifin	protein coding	PF3D7_0631800	RIF	
PF3D7_0631900	PF3D7_0631900.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,333,013..1,334,035(+)	stevor	protein coding	PF3D7_0631900	N/A	
PF3D7_0632000	PF3D7_0632000.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,336,146..1,337,473(+)	rifin	protein coding	PF3D7_0632000	RIF	
PF3D7_0632100	PF3D7_0632100.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,338,218..1,339,417(-)	rifin	protein coding	PF3D7_0632100	RIF	
PF3D7_0632200	PF3D7_0632200.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,341,307..1,342,595(-)	rifin	protein coding	PF3D7_0632200	RIF	
PF3D7_0632300	PF3D7_0632300.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,347,341..1,348,571(+)	rifin	protein coding	PF3D7_0632300	RIF	
PF3D7_0632400	PF3D7_0632400.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,350,724..1,352,087(+)	rifin	protein coding	PF3D7_0632400	RIF	
PF3D7_0632500	PF3D7_0632500.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,353,946..1,366,430(-)	erythrocyte membrane protein 1, PfEMP1	protein coding	PF3D7_0632500	VAR	
PF3D7_0632600	PF3D7_0632600.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,367,912..1,369,107(+)	rifin, pseudogene	protein coding	PF3D7_0632600	RIF	
PF3D7_0632700	PF3D7_0632700.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,371,501..1,372,861(+)	rifin	protein coding	PF3D7_0632700	RIF	
PF3D7_0632800	PF3D7_0632800.1	Plasmodium falciparum 3D7	Pf3D7_06_v3:1,374,797..1,382,627(-)	erythrocyte membrane protein 1, PfEMP1	protein coding	PF3D7_0632800	VAR	
PF3D7_0700100	PF3D7_0700100.1	Plasmodium falciparum 3D7	Pf3D7_07_v3:20,307..28,083(+)	erythrocyte membrane protein 1, PfEMP1	protein coding	PF3D7_0700100	VAR	
PF3D7_0700200	PF3D7_0700200.1	Plasmodium falciparum 3D7	Pf3D7_07_v3:30,097..31,269(+)	rifin	protein coding	PF3D7_0700200	RIF	
PF3D7_0700300	PF3D7_0700300.1	Plasmodium falciparum 3D7	Pf3D7_07_v3:33,585..34,804(-)	rifin	protein coding	PF3D7_0700300	RIF	
PF3D7_0700400	PF3D7_0700400.1	Plasmodium falciparum 3D7	Pf3D7_07_v3:36,922..37,927(-)	stevor	protein coding	PF3D7_0700400	N/A	
PF3D7_0700500	PF3D7_0700500.1	Plasmodium falciparum 3D7	Pf3D7_07_v3:40,288..41,453(-)	rifin	protein coding	PF3D7_0700500	RIF	
PF3D7_0700600	PF3D7_0700600.1	Plasmodium falciparum 3D7	Pf3D7_07_v3:43,192..44,140(-)	Plasmodium exported protein, unknown function, pseudogene	protein coding	PF3D7_0700600	N/A	
PF3D7_0700700	PF3D7_0700700.1	Plasmodium falciparum 3D7	Pf3D7_07_v3:45,559..46,607(+)	stevor, pseudogene	protein coding	PF3D7_0700700	N/A	
PF3D7_0700800	PF3D7_0700800.1	Plasmodium falciparum 3D7	Pf3D7_07_v3:48,300..49,106(+)	Pfmc-2TM Maurer's cleft two transmembrane protein	protein coding	PF3D7_0700800	MC-2TM	
PF3D7_0700900	PF3D7_0700900.1	Plasmodium falciparum 3D7	Pf3D7_07_v3:49,779..50,832(-)	exported protein family 1, pseudogene	protein coding	PF3D7_0700900	EPF1	
PF3D7_0701000	PF3D7_0701000.1	Plasmodium falciparum 3D7	Pf3D7_07_v3:52,086..53,636(+)	erythrocyte membrane protein 1 (PfEMP1), pseudogene	protein coding	PF3D7_0701000	N/A	
PF3D7_0701100	PF3D7_0701100.1	Plasmodium falciparum 3D7	Pf3D7_07_v3:55,562..56,781(-)	rifin	protein coding	PF3D7_0701100	RIF	
PF3D7_0701200	PF3D7_0701200.1	Plasmodium falciparum 3D7	Pf3D7_07_v3:59,277..60,366(-)	rifin, pseudogene	protein coding	PF3D7_0701200	RIF	
PF3D7_0701300	PF3D7_0701300.1	Plasmodium falciparum 3D7	Pf3D7_07_v3:62,220..63,401(-)	rifin, pseudogene	protein coding	PF3D7_0701300	RIF	
PF3D7_0701400	PF3D7_0701400.1	Plasmodium falciparum 3D7	Pf3D7_07_v3:65,718..66,854(-)	exported protein family 4, pseudogene	protein coding	PF3D7_0701400	EPF4	
PF3D7_0701500	PF3D7_0701500.1	Plasmodium falciparum 3D7	Pf3D7_07_v3:68,066..68,840(+)	exported protein family 3	protein coding	PF3D7_0701500	EPF3	
PF3D7_0701600	PF3D7_0701600.1	Plasmodium falciparum 3D7	Pf3D7_07_v3:71,049..71,860(+)	Pfmc-2TM Maurer's cleft two transmembrane protein	protein coding	PF3D7_0701600	MC-2TM	
PF3D7_0701700	PF3D7_0701700.1	Plasmodium falciparum 3D7	Pf3D7_07_v3:72,477..73,325(-)	exported protein family 1	protein coding	PF3D7_0701700	EPF1	
PF3D7_0701800	PF3D7_0701800.1	Plasmodium falciparum 3D7	Pf3D7_07_v3:75,918..77,055(-)	rifin	protein coding	PF3D7_0701800	RIF	
PF3D7_0701900	PF3D7_0701900.1	Plasmodium falciparum 3D7	Pf3D7_07_v3:79,890..82,943(-)	Plasmodium exported protein, unknown function	protein coding	PF3D7_0701900	N/A	
PF3D7_0702000	PF3D7_0702000.1	Plasmodium falciparum 3D7	Pf3D7_07_v3:84,797..85,674(+)	Plasmodium exported protein (hyp12), unknown function	protein coding	PF3D7_0702000	N/A	
PF3D7_0702100	PF3D7_0702100.1	Plasmodium falciparum 3D7	Pf3D7_07_v3:88,685..90,886(+)	Plasmodium exported protein (PHISTb), unknown function, pseudogene	protein coding	PF3D7_0702100	N/A	
PF3D7_0702200	PF3D7_0702200.1	Plasmodium falciparum 3D7	Pf3D7_07_v3:91,867..93,141(-)	lysophospholipase, putative	protein coding	PF3D7_0702200	N/A	
PF3D7_0702300	PF3D7_0702300.1	Plasmodium falciparum 3D7	Pf3D7_07_v3:96,761..98,730(+)	sporozoite threonine and asparagine-rich protein	protein coding	PF3D7_0702300	STARP	
PF3D7_0702400	PF3D7_0702400.1	Plasmodium falciparum 3D7	Pf3D7_07_v3:101,694..102,285(+)	small exported membrane protein 1	protein coding	PF3D7_0702400	SEMP1	
