Gene.ID	Gene.Name.or.Symbol	Product.Description	Antisense.Sporozoite_vs_Oocyst_logFC	Antisense.Sporozoite_vs_Oocyst_test	Antisense.Blood_vs_Oocyst_logFC	Antisense.Blood_vs_Oocyst_test	Sense.Sporozoite_vs_Oocyst_logFC	Sense.Sporozoite_vs_Oocyst_test	Sense.Blood_vs_Oocyst_logFC	Sense.Blood_vs_Oocyst_test
PF3D7_1249700	N/A	conserved Plasmodium protein, unknown function	2.27124307749929	1	0.257381877433785	0	3.27547613255384	1	-0.481443319635906	0
PF3D7_0417400	N/A	conserved Plasmodium protein, unknown function	1.06372432765048	0	0.322023385574219	0	2.82846353061792	1	1.10727005742237	0
PF3D7_0508100	SET9	SET domain protein, putative	0.400866958976001	0	0.0352453729969113	0	2.66722063909484	1	2.17700393682597	1
PF3D7_1345000	N/A	conserved Plasmodium protein, unknown function	-2.0596459718589	-1	0.500095290691796	0	0.689078414065773	0	6.10699447615118	1
PF3D7_0323800	N/A	conserved Plasmodium protein, unknown function	1.13972587422898	0	0.661059338140565	0	2.48549358011855	1	0.931918577226689	0
PF3D7_1344100	N/A	TLD domain-containing protein, putative	1.29747678731357	0	-0.827580623645606	0	2.53724021953205	1	2.19908179945461	1
PF3D7_1126300	N/A	DnaJ protein, putative	1.16595958444312	0	-0.827580623636131	0	3.89675873821338	1	0.95414221732752	0
PF3D7_1017700	N/A	conserved Plasmodium protein, unknown function	0.255032338624495	0	9.52906659086317e-05	0	4.90242045513818	1	-0.0325205917497469	0
PF3D7_0717300	N/A	transcription initiation factor IIE subunit alpha, putative	0.84724462397525	0	0.918345924422663	0	2.75315445004025	1	0.534291690474523	0
PF3D7_1364300	PRP16	pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16	2.5376093480456	1	1.39488540028862	0	0.384136476381284	0	0.704552417889341	0
PF3D7_1468100	N/A	MORC family protein, putative	0.588081970402372	0	1.28314702726615	0	2.32600468353865	1	0.814361665889487	0
PF3D7_0612900	NOG1	nucleolar GTP-binding protein 1, putative	1.08995803728246	0	2.16105933778817	1	2.00112950986826	1	-0.325401369714167	0
PF3D7_0822400	N/A	conserved Plasmodium protein, unknown function	0.227511656703467	0	0.374614503711014	0	0.120326652797693	0	4.1727639719844	1
PF3D7_0722300	N/A	ubiquitin carboxyl-terminal hydrolase, putative	0.354798070126308	0	0.688283229860898	0	2.32246737399303	1	1.52828000467791	0
PF3D7_1342900	ApiAP2	AP2 domain transcription factor, putative	1.29334297930338	0	-0.0350993730695386	0	3.30637587221964	1	0.308640098018596	0
PF3D7_0310300	N/A	phosphoglycerate mutase, putative	0.893799326083613	0	1.04986312731114	0	2.0440929459811	1	0.875686659403781	0
PF3D7_1135100	PPM8	protein phosphatase PPM8, putative	-0.813719423711047	0	2.82202338508798	1	-0.629958504103576	0	3.44591578459242	1
PF3D7_1462400	N/A	conserved Plasmodium protein, unknown function	0.595994453845157	0	1.20229041823827	0	2.21012583654833	1	0.803027479613964	0
PF3D7_0321900	CARL	cyclic amine resistance locus protein	1.60822097594052	1	0.518358228607272	0	1.43037243988534	1	1.23751618096398	0
PF3D7_0815800	VPS9	vacuolar protein sorting-associated protein 9, putative	0.817797779418797	0	0.096417829460383	0	2.93680658092593	1	0.934419502576713	0
PF3D7_0932100	N/A	protein MAM3, putative	1.06051119297848	0	-0.772064967327331	0	2.99348303595708	1	1.49976026876025	0
PF3D7_0907100	N/A	conserved Plasmodium protein, unknown function	0.0715396535385429	0	0.204741924072619	0	1.60933907785549	1	2.88630279357289	1
PF3D7_1328500	N/A	alpha/beta-hydrolase, putative	0.978761826824476	0	0.757381876866062	0	2.48843624266063	1	0.537932100940888	0
PF3D7_0206500	N/A	conserved Plasmodium protein, unknown function	0.880801721949175	0	-0.116848739458821	0	3.25950858919428	1	0.722985080184773	0
PF3D7_0110100	SELB	selenocysteine-specific elongation factor, putative	0.68628057656202	0	2.598293896551	1	1.92155331257011	1	-0.481440020123473	0
PF3D7_0108300	ARP	conserved Plasmodium protein, unknown function	0.744019185827699	0	0.508632047564646	0	3.05921318385181	1	0.367976959553701	0
PF3D7_1104200	SNF2L	chromatin remodeling protein	1.54977132952149	0	-0.218163322425461	0	3.25513588556619	1	0.0773290496890349	0
PF3D7_1208200	CRMP3	cysteine repeat modular protein 3	0.847244623855158	0	-0.572099664371154	0	4.84819615384964	1	-0.468589892358301	0
PF3D7_1329600	N/A	conserved Plasmodium protein, unknown function	1.78260311579865	1	-0.353814333525923	0	3.41510445864629	1	-0.192986986213638	0
PF3D7_1248500	N/A	bax inhibitor 1, putative	0.101318075982215	0	1.76118846903156	1	2.40248398667135	1	0.366539510286732	0
PF3D7_1366800	N/A	phosphatidylserine synthase, putative	3.79154860850469	1	0.833383423807549	0	-0.844010123717027	0	0.828778700208481	0
PF3D7_1202300	N/A	dynein heavy chain, putative	-1.10620067354304	0	3.31512048571477	1	-1.88103824398211	-1	4.27250688391454	1
PF3D7_1124000	ERO1	endoplasmic reticulum oxidoreductin, putative	0.601318075627766	0	0.833383423493317	0	1.81787867435187	1	1.33642694135157	0
PF3D7_1471200	SulP	inorganic anion exchanger, inorganic anion antiporter	2.08995803760166	1	-0.724355184977849	0	3.65788263077225	1	-0.473278311004647	0
PF3D7_0704600	UT	HECT-type E3 ubiquitin ligase UT	0.680294255557217	0	0.618072726228665	0	2.53637003110215	1	0.691026786742633	0
PF3D7_0909600	N/A	conserved protein, unknown function	0.478761826852898	0	1.85558048300879	1	1.96626550485322	1	0.193261095851859	0
PF3D7_0910500	N/A	DNA repair protein REV1, putative	0.478761826492289	0	0.757381876651705	0	1.96478338528082	1	1.27952206374104	0
PF3D7_0931500	N/A	conserved Plasmodium protein, unknown function	-1.54343523257905	0	1.72382477920929	0	0.765079961224418	0	3.52797431344562	1
PF3D7_0619300	N/A	conserved Plasmodium protein, unknown function	-0.126582108332732	0	-0.156950836998218	0	2.06159894278985	1	2.68987182990642	1
PF3D7_0511500	N/A	RNA pseudouridylate synthase, putative	0.504995537087806	0	0.817172685002591	0	2.1338193255705	1	0.979217722558548	0
PF3D7_0614300	MFR1	major facilitator superfamily-related transporter, putative	4.7899233408358	1	2.46490062641021	1	-4.1234106754824	-1	1.29337563326421	0
PF3D7_0727200	NFS1	cysteine desulfurase IscS, putative	1.3675656160889	0	0.192740368522474	0	3.34636043709066	1	-0.482853382123476	0
PF3D7_1206700	EIF5	eukaryotic translation initiation factor 5, putative	0.23283527853075	0	0.964900626594184	0	2.14387835594858	1	1.07010196588754	0
PF3D7_0726000	N/A	28S ribosomal RNA	0.159468979793306	0	0.896173234418268	0	1.87623241400753	1	1.44093736449132	0
PF3D7_0817300	N/A	conserved Plasmodium protein, unknown function	1.01776308306247	0	0.049863127168233	0	2.57666397857726	1	0.72217488255957	0
PF3D7_1329100	MyoF	myosin F, putative	0.895800291178844	0	-0.076330454044415	0	3.24845701227817	1	0.291726319315826	0
PF3D7_0529200	N/A	sugar transporter, putative	4.18227765850676	1	-0.0350993734993856	0	1.653883750677	1	-1.44515900676796	0
PF3D7_1239800	N/A	conserved Plasmodium protein, unknown function	0.893799326346813	0	0.68360328264267	0	1.69863282642863	1	1.06753260469048	0
PF3D7_0806300	FLP	ferlin-like protein, putative	-1.39868192433929	0	-0.120061874101455	0	3.26636693297199	1	2.58518895931424	1
PF3D7_1033100	AdoMetDC/ODC	S-adenosylmethionine decarboxylase/ornithine decarboxylase	1.32197592768649	0	-0.279553071351544	0	3.22547204261195	1	0.0502971901009914	0
PF3D7_1145400	DYN1	dynamin-like protein	-0.106200673562899	0	2.04986312722664	1	0.873900782923271	0	1.49433374059403	0
PF3D7_1408700	N/A	conserved protein, unknown function	-0.246568877954572	0	1.0137882343552	0	1.9761441299454	1	1.56421507897343	1
PF3D7_1329900	N/A	conserved Plasmodium protein, unknown function	0.18628057650331	0	1.25738187711955	0	1.87761323938056	1	0.932284744810393	0
PF3D7_1104900	N/A	calcium/calmodulin-dependent protein kinase, putative	1.9107006803655	1	-0.671608620340403	0	4.12299579809383	1	-1.144838973721	0
PF3D7_1233800	N/A	conserved protein, unknown function	0.686280576409968	0	1.75738187686119	1	1.0347572124577	0	0.735205940832543	0
PF3D7_0806800	N/A	V-type proton ATPase subunit a, putative	1.8415477945782	1	-0.697425005068186	0	3.83440494431731	1	-0.779439515925106	0
PF3D7_1444800	FBPA	fructose-bisphosphate aldolase	-0.0614248811506477	0	2.11114644870144	1	1.62493315570617	1	0.487669995691737	0
PF3D7_1316900	N/A	conserved protein, unknown function	-0.0212381731934785	0	1.00330842518147	0	2.11643797720051	1	1.03067563325243	0
PF3D7_0818700	N/A	DNA helicase, putative	1.69746448305881	1	1.41834592410635	1	-0.696336108441677	0	1.6983214723146	1
PF3D7_0516800	ApiAP2	AP2 domain transcription factor AP2-O2, putative	-0.974683471151112	0	0.82613363854563	0	2.28385531876069	1	1.94879406153876	0
PF3D7_1315400	N/A	zinc finger (CCCH type) protein, putative	1.77406635880664	0	-0.36235109029706	0	2.97490248844122	1	-0.316539052814122	0
PF3D7_0627100	N/A	ankyrin-repeat protein, putative	0.30413747635239	0	0.94591670103551	0	2.04163735708143	1	0.751351118616846	0
PF3D7_0110600	PIP5K	phosphatidylinositol-4-phosphate 5-kinase	0.434787977275591	0	-0.040940275818758	0	2.3484870899415	1	1.2874481377696	0
PF3D7_0803500	N/A	AAA family ATPase, putative	1.1862805763434	0	0.388899079864964	0	2.55251680293036	1	-0.118321380795365	0
PF3D7_0416000	N/A	RNA-binding protein, putative	1.57696043323697	1	-0.450136872588988	0	2.16606161040207	1	0.703120213521201	0
PF3D7_0519700	N/A	FoP domain-containing protein, putative	1.7712430769707	0	0.0498631270967799	0	2.41149553609826	1	-0.236830190704766	0
PF3D7_1454500	ISU	iron-sulfur cluster assembly protein ISU, putative	1.34724462417468	0	-0.535099372926793	0	3.45508791396131	1	-0.278550551343275	0
PF3D7_0629700	SET1	SET domain protein, putative	0.517763082536995	0	-0.374135326061607	0	3.22402007596107	1	0.588754657221916	0
PF3D7_1203600	CC1HL	cytochrome c1 heme lyase, putative	1.18628057591408	0	2.4183459237125	1	0.522019662317147	0	-0.206902731597942	0
PF3D7_0619200	N/A	conserved Plasmodium protein, unknown function	1.29747678687282	0	-1.03509937338393	0	3.33748272532137	1	0.317706207891284	0
PF3D7_1146600	ORP1	oocyst rupture protein 1, putative	1.96774867353014	0	0.188630115166637	0	2.51334222922531	1	-0.760671763339649	0
PF3D7_1429700	N/A	ribosomal protein L15, mitochondrial, putative	-0.0403057375466931	0	0.738314312435478	0	2.26191449850597	1	0.926902085310741	0
PF3D7_0511300	N/A	MORN repeat protein, putative	0.91001006542145	0	-0.179852681855724	0	3.19503020816005	1	-0.0742433320097247	0
PF3D7_0713700	N/A	conserved Plasmodium protein, unknown function	0.601318075499529	0	0.833383423765756	0	2.29038281996254	1	0.124189517041725	0
PF3D7_1450100	SRP54	signal recognition particle subunit SRP54	0.893799326019932	0	1.12586467399499	0	1.9553381377701	1	-0.140544114898685	0
PF3D7_0509800	PI4K	phosphatidylinositol 4-kinase	0.962551088367005	0	1.6610593382283	1	1.29223012825139	1	-0.111448518997608	0
PF3D7_0309800	YTH.2	YTH domain-containing protein 2, putative	-0.571006010032657	0	1.3423443777359	0	2.27552412587489	1	0.738048985477418	0
PF3D7_0105600	N/A	FtsJ-like methyltransferase, putative	1.48601161184299	0	-1.26481518268162	0	3.74019174136013	1	-0.180867886567015	0
PF3D7_0215400	N/A	conserved Plasmodium protein, unknown function	0.915996385808562	0	-0.0816540755110622	0	1.49520743967211	1	1.44828994174234	0
PF3D7_1207000	N/A	conserved Plasmodium protein, unknown function	-0.250953982159766	0	1.51630602956987	0	1.48155966486388	1	0.993906794892868	0
PF3D7_0721000	N/A	conserved Plasmodium membrane protein, unknown function	1.07508436607892	0	0.768741915076356	0	1.89742172874639	1	-0.0252708067223795	0
PF3D7_1139400	N/A	non-coding RNA	-0.123004870231769	0	0.559292640616075	0	2.09879229136259	1	1.17145344548318	0
PF3D7_0317300	N/A	conserved Plasmodium protein, unknown function	0.720872359175795	0	0.0836502834354036	0	2.3432073492443	1	0.528768841992303	0
PF3D7_0508900	N/A	conserved Plasmodium protein, unknown function	-0.0212381727631692	0	1.21082717503525	0	0.0575612115116599	0	2.33462513809513	1
PF3D7_0217600	N/A	conserved Plasmodium protein, unknown function	1.27124307728493	0	0.418345924409618	0	2.63388471659769	1	-0.749000295115676	0
PF3D7_1248700	N/A	conserved Plasmodium protein, unknown function	0.882439287927552	0	0.710827174857128	0	2.44021087138184	1	-0.469643994417442	0
PF3D7_1365700	N/A	SNARE associated Golgi protein, putative	1.79747678715965	1	-0.535099373069697	0	3.38099105461371	1	-1.13176766831431	0
PF3D7_0218300	N/A	rRNA methyltransferase, putative	1.05476337349098	0	1.67241937604964	0	2.78289191601502	1	-2.04148154583207	-1
PF3D7_0311300	N/A	phosphatidylinositol 3- and 4-kinase, putative	1.08305513762849	0	-0.696063420646704	0	2.70366458220828	1	0.366323317745176	0
PF3D7_1359600	N/A	conserved Plasmodium protein, unknown function	2.27124307693639	0	1.34234437784071	0	-2.1590576272206	-1	1.99678711800189	0
PF3D7_0418000	N/A	conserved Plasmodium protein, unknown function	0.206990540341778	0	0.122119837487676	0	1.07730340408596	0	2.02156352019671	1
PF3D7_0521300	N/A	zinc finger protein, putative	0.497024764781048	0	-1.09283798178127	0	2.73978040658492	1	1.28099856568294	0
PF3D7_0510000	N/A	conserved Plasmodium protein, unknown function	0.23335255886778	0	-0.426717747835061	0	2.6254404107766	1	0.979842951484547	0
PF3D7_0717400	N/A	queuine tRNA-ribosyltransferase, putative	1.347244623829	0	0.757381877119553	0	1.90448530062464	1	-0.597471182760846	0
PF3D7_1203800	N/A	non-coding RNA	0.04601966033424	0	0.564835329029648	0	2.32755680561451	1	0.432302231544002	0
PF3D7_1409900	CDS	cytidine diphosphate-diacylglycerol synthase	0.486315273273176	0	1.0108618717301	0	2.11580029262406	1	-0.254626634751917	0
PF3D7_0930800	N/A	conserved Plasmodium membrane protein, unknown function	0.274719457548886	0	-0.269842015435976	0	2.55331548100334	1	0.770763887001404	0
PF3D7_1007700	AP2-I	AP2 domain transcription factor AP2-I	1.11752881468705	0	-0.200173674289983	0	3.09685255765456	1	-0.689450789478317	0
PF3D7_1021800	SEA1	schizont egress antigen-1	1.52531652868184	0	0.388899079864964	0	1.97389779931961	1	-0.576835863091197	0
PF3D7_1353300	N/A	conserved Plasmodium protein, unknown function	-0.10620067358907	0	1.83338342379807	1	-0.164115493709136	0	1.71030049379731	0
PF3D7_1349500	N/A	conserved Plasmodium protein, unknown function	-0.652755375884829	0	0.707383981848473	0	1.806877026181	1	1.40595222372967	1
PF3D7_0926200	N/A	conserved Plasmodium protein, unknown function	0.686280576149822	0	1.04986312748013	0	-0.346116249470658	0	1.87496346135834	1
PF3D7_0812900	N/A	conserved Plasmodium protein, unknown function	-0.0746957746202224	0	-1.74261812274115	0	3.39626558633024	1	1.66967453614109	0
PF3D7_1423300	PP7	serine/threonine protein phosphatase 7	0.647279320197045	0	-1.95154438045878	-1	4.84935904407743	1	-0.313521267660418	0
PF3D7_0305000	EF-Ts	elongation factor Ts	1.31779777965671	0	0.596417829547021	0	2.41879422362127	1	-1.17522170102583	0
PF3D7_0926400	N/A	monocarboxylate transporter, putative	1.68024416069606	0	2.91834592456681	1	-4.24262756511436	-1	2.79682577652781	1
PF3D7_1232700	N/A	conserved Plasmodium protein, unknown function	-0.857450844004972	0	-0.175153333032707	0	3.91280790302826	1	0.267210443627036	0
PF3D7_1212300	N/A	WD repeat-containing protein, putative	0.749046017914923	0	-0.0483354789171773	0	-0.0111905496360749	0	2.44715841642886	1
PF3D7_0526400	N/A	conserved Plasmodium protein, unknown function	-0.106200674169248	0	0.464900626429162	0	1.62765004027595	1	1.12680588986186	0
PF3D7_1339300	N/A	conserved protein, unknown function	0.797476786896967	0	-0.535099373212602	0	2.47777039017762	1	0.370719126670581	0
PF3D7_1131100	SR1	serpentine receptor, putative	0.610279029835056	0	-0.611100919820804	0	1.96241830884008	1	1.14363028011355	0
PF3D7_1129900	MFR5	major facilitator superfamily-related transporter, putative	1.14727932073361	0	-0.366581879781626	0	2.53362777428286	1	-0.227739635702658	0
PF3D7_1208900	PPM11	protein phosphatase PPM11, putative	0.364352481944209	0	0.142972531835786	0	2.53443773626556	1	0.0264003827773553	0
PF3D7_1238500	N/A	conserved Plasmodium protein, unknown function	0.219837674143398	0	0.296383132707143	0	2.15990168958306	1	0.386110209161366	0
PF3D7_1243600	N/A	translation initiation factor SUI1, putative	1.92530422483649	0	-0.777812786634403	0	2.60368626583361	1	-0.729253689612882	0
PF3D7_0934700	N/A	UBX domain-containing protein, putative	1.42899399005899	1	-1.1960634206467	0	2.64313684248879	1	0.126213631855986	0
PF3D7_1132000	N/A	ubiquitin-like protein, putative	0.831033884729623	0	-0.786349543825922	0	3.01831826785171	1	-0.0729754488771075	0
PF3D7_1458200	N/A	conserved Plasmodium protein, unknown function	2.91599638524172	1	1.25738187621812	0	-1.02740128931105	0	-0.172998748616041	0
PF3D7_0812600	N/A	ubiquitin-conjugating enzyme E2, putative	0.928993990222557	0	-0.903582170181382	0	2.46910808085041	1	0.456138444621679	0
PF3D7_0804900	N/A	GTPase-activating protein, putative	-1.39868192371399	0	0.868578087743774	0	2.31351073069122	1	1.1490667329632	0
PF3D7_0417900	N/A	conserved Plasmodium protein, unknown function	0.686280576444191	0	1.16105933814836	0	-1.17215459776605	0	2.24430859884698	1
PF3D7_1450700	N/A	conserved Plasmodium protein, unknown function	1.47876182723968	0	-0.535099373191056	0	1.43141003923577	1	0.506991632728816	0
PF3D7_1303800	N/A	conserved Plasmodium protein, unknown function	-1.01720152321233	0	0.354917784426446	0	1.38428470882347	0	2.14007834574735	1
PF3D7_0506500	N/A	conserved Plasmodium protein, unknown function	0.824700679183832	0	-0.18916052119123	0	1.93261447725557	1	0.283691401347769	0
PF3D7_1403600	Sel1	selenoprotein	0.0750843658826714	0	0.222187213007361	0	1.90026241266612	1	0.624664780151797	0
PF3D7_1433400	PHD2	PHD finger protein PHD2, putative	0.674536400171307	0	-1.00439910096099	0	2.40831884503402	1	0.72899970567946	0
PF3D7_0515300	PI3K	phosphatidylinositol 3-kinase	1.78578953303401	1	-0.31861966964822	0	1.09002176903954	0	0.248037288095425	0
PF3D7_1133000	N/A	conserved Plasmodium protein, unknown function	-1.26716472126295	0	1.59641782946038	0	0.718525258998428	0	1.75273163242901	1
PF3D7_0316200	N/A	conserved Plasmodium protein, unknown function	0.232835278762902	0	-0.327580623702769	0	2.08148144530835	1	0.809306648726195	0
PF3D7_1032100	DCP1	mRNA-decapping enzyme subunit 1, putative	-0.155968510858955	0	0.934200353937405	0	1.99941241036956	1	-0.00628983517297943	0
PF3D7_1125700	N/A	kelch domain-containing protein, putative	-0.106200673395851	0	0.464900626819716	0	3.78475040691543	1	-1.39170140446105	0
PF3D7_0104300	UBP1	ubiquitin carboxyl-terminal hydrolase 1, putative	0.0253165291920348	0	-0.450136872519868	0	2.064605494264	1	1.0732409524929	0
PF3D7_0211700	TKL1	tyrosine kinase-like protein, putative	0.893799325949964	0	-0.40358217038129	0	3.06368300933221	1	-0.864306759171114	0
PF3D7_0919800	N/A	TLD domain-containing protein	0.55360829371758	0	0.0204162831734256	0	2.09225690125674	1	-0.0283474016678991	0
PF3D7_0519800	N/A	EELM2 domain-containing protein, putative	1.48098477942128	0	-2.32758062362109	0	3.55455859036959	1	-0.18135744603758	0
PF3D7_1451200	N/A	conserved Plasmodium protein, unknown function	0.610279029835056	0	-0.403582170434873	0	2.89720422486774	1	-0.577591000978042	0
PF3D7_0524100	N/A	conserved Plasmodium protein, unknown function	0.978761827020879	0	-0.242618122819705	0	2.15469883266016	1	-0.375235853539571	0
PF3D7_0420000	N/A	zinc finger protein, putative	0.312049960040996	0	0.38315126050174	0	1.90316048118542	1	-0.0972433081956892	0
PF3D7_1021700	N/A	conserved Plasmodium membrane protein, unknown function	-0.116535342335796	0	0.421008860462567	0	1.70300444898422	1	0.491568609930428	0
PF3D7_0707420	N/A	nucleolar RNA snoR36	0.143836127404406	0	-1.59974088172998	0	1.1400776349276	0	2.80099185937568	1
PF3D7_0724800	N/A	kelch domain-containing protein, putative	1.89379932640293	1	-1.19606342053238	0	3.15847676105803	1	-1.3818798165786	0
PF3D7_0821000	N/A	conserved Plasmodium protein, unknown function	1.58995803750403	0	-0.327580623392115	0	2.54779741591356	1	-1.35814693067246	0
PF3D7_1361100	SEC24A	protein transport protein Sec24A	2.12648976820139	1	0.612628567819283	0	-0.79340141131887	0	0.492592784628247	0
PF3D7_0729500	MT-A70	N6-adenosine-methyltransferase MT-A70	0.928993990177098	0	-0.403582170337007	0	2.33974957591936	1	-0.43075389438048	0
PF3D7_1117200	N/A	conserved Plasmodium protein, unknown function	0.591541677062432	0	-1.39855533799739	0	2.46568181287897	1	0.760241666876913	0
PF3D7_1245700	N/A	non-coding RNA	0.393799326073925	0	-0.277812786739148	0	2.75371992245985	1	-0.45651904554921	0
PF3D7_0532000	N/A	28S ribosomal RNA	-0.0830538476983218	0	-0.32646138746555	0	1.91072141674572	1	0.863862411883892	0
PF3D7_0707700	N/A	E3 ubiquitin-protein ligase, putative	0.498092636932665	0	-0.611100920069207	0	2.52479731772504	1	-0.0695002474583832	0
PF3D7_0628300	CEPT	choline/ethanolaminephosphotransferase, putative	3.01806674461337	1	0.285673641236692	0	-0.86377463098596	0	-0.102891417067728	0
PF3D7_0407700	N/A	conserved Plasmodium protein, unknown function	0.6691770806606	0	-1.63493554594241	-1	3.13925228936683	1	0.136532071302433	0
PF3D7_0107700	N/A	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST3/OST6, putative	0.571090690496877	0	-1.27476217993688	0	2.76949325468074	1	0.202222049965831	0
PF3D7_1368700	N/A	mitochondrial carrier protein, putative	0.958440834542852	0	0.049863127306268	0	3.0289968130924	1	-1.78993533204694	-1
PF3D7_0908200	N/A	conserved Plasmodium protein, unknown function	0.55476337380748	0	-0.0350993732850278	0	1.82131732588858	1	-0.0996535261468861	0
PF3D7_0519200	N/A	V-type proton ATPase 16 kDa proteolipid subunit	1.09255126065661	0	-1.89754575405581	-1	3.45230580311674	1	-0.423858838971294	0
PF3D7_0409600	RPA1	replication protein A1, large subunit	-0.0710060097774439	0	0.681380330286283	0	1.78381731403694	1	-0.174884307280694	0
PF3D7_1022700	N/A	phospholipid scramblase, putative	-0.97468347055956	0	-2.35702746774741	-1	5.02036024764507	1	0.486751930426115	0
PF3D7_1407600	N/A	conserved Plasmodium protein, unknown function	0.796263418285158	0	0.987868768513493	0	4.19127197687509	1	-3.80151802988176	-1
PF3D7_0418300	N/A	conserved Plasmodium protein, unknown function	0.497024765019814	0	0.310839479004063	0	2.2601575111341	1	-0.900040950305319	0
PF3D7_0315800	N/A	zinc finger protein, putative	1.34724462402415	0	-0.646295583970997	0	2.84445344766943	1	-1.38594125417078	0
PF3D7_1336700	PV3	parasitophorous vacuolar protein 3, putative	1.78804727352693	0	-0.972333932321046	0	3.22863263920081	1	-1.89967846281744	0
PF3D7_0929400	RhopH2	high molecular weight rhoptry protein 2	-0.210493984679803	0	2.49087109083041	1	-1.42916789480961	0	1.27267474216049	0
PF3D7_1223500	N/A	conserved Plasmodium protein, unknown function	-0.106200673752338	0	9.52904439905922e-05	0	1.47538152421185	1	0.746609157070296	0
PF3D7_0416100	GATA	glutamyl-tRNA(Gln) amidotransferase subunit A	0.308243368125041	0	-0.413136581788126	0	2.26302776214503	1	-0.0940726639574532	0
PF3D7_1009800	N/A	conserved Plasmodium membrane protein, unknown function	-0.0212381731934788	0	-0.742618122780571	0	2.18243556924024	1	0.625230321248433	0
PF3D7_0804700	N/A	conserved Plasmodium protein, unknown function	0.0272989350587158	0	-1.06806421333291	0	2.2832095237114	1	0.799231234187785	0
PF3D7_1233600	AARP1	asparagine and aspartate rich protein 1	0.146416980714452	0	-0.15096451608723	0	2.05640332135692	1	-0.0402050500571622	0
PF3D7_1442400	KIC9	protein KIC9	-0.191163174688576	0	-0.25157907722784	0	2.08193954744782	1	0.322289051936945	0
PF3D7_0527000	MCM3	DNA replication licensing factor MCM3, putative	-1.21739688450078	0	1.9559899880965	1	-0.590857345251134	0	1.80014169960626	0
PF3D7_0304200	EHD	EH domain-containing protein	-0.284272578914891	0	0.286828721748646	0	1.55095940679945	1	0.386259104760347	0
PF3D7_1414200	N/A	conserved Plasmodium protein, unknown function	1.18628057670256	0	-1.26481518242813	0	2.43518318310961	1	-0.41901094169595	0
PF3D7_0716900	DMT2	drug/metabolite transporter DMT2	0.128541967884377	0	4.06586832495245	1	-2.36413762410339	-1	0.0988802743791979	0
PF3D7_0207000	MSP4	merozoite surface protein 4	1.47876182689005	0	-1.03509937292679	0	3.60766443867721	1	-2.14295157486401	-1
PF3D7_1355700	NIF3	NLI interacting factor-like phosphatase, putative	-0.502975234980187	0	-0.88531923242153	0	2.28891458714761	1	0.958464264499224	0
PF3D7_1332000	SYN5	syntaxin, Qa-SNARE family	1.18628057629701	0	-0.242618122880447	0	1.55177994705074	1	-0.684816429431613	0
PF3D7_0816200	VPS2	vacuolar protein sorting-associated protein 2, putative	-1.10620067344206	0	0.625864674252625	0	2.2660318162106	1	0.0246099080367639	0
PF3D7_0615900	N/A	protein phosphatase, putative	0.504995536668831	0	0.0409021731199242	0	3.59071624958275	1	-2.34497052785124	-1
PF3D7_1361200	N/A	conserved Plasmodium protein, unknown function	0.367565616347994	0	-0.853814333356929	0	1.96457524556897	1	0.29939625832794	0
PF3D7_1246200	ACT1	actin I	-0.260261821066495	0	0.568126065976121	0	1.9960725868479	1	-0.528758390336918	0
PF3D7_1338400	N/A	SprT-like domain-containing protein, putative	0.186280576344915	0	-0.396332385774633	0	0.394070550231744	0	1.58266234549284	1
PF3D7_0409500	N/A	NAD(P)-binding protein, putative	0.117528814759719	0	-0.764815182428133	0	3.10732904860558	1	-0.728679302927401	0
PF3D7_1033500	WDR70	WD repeat-containing protein 70, putative	0.186280576429572	0	-1.03509937324589	0	1.84610281480017	1	0.721651076118568	0
PF3D7_1120500	N/A	tRNA nucleotidyltransferase, putative	-0.606200673947926	0	2.40213518540339	1	0.239200217448708	0	-0.32408189084991	0
PF3D7_0603800	CEP76	centrosomal protein CEP76, putative	-1.98364442494742	-1	0.894811797568272	0	1.75783017666102	1	0.993713118630968	0
PF3D7_0920700	N/A	CRAL/TRIO domain-containing protein, putative	0.18628057668286	0	-0.535099373022063	0	2.30181871597049	1	-0.306017916868105	0
PF3D7_1014600	ADA2	transcriptional coactivator ADA2	0.62613345929716	0	-0.22229713125573	0	1.96769630767306	1	-0.732392073978652	0
PF3D7_0104800	NPT1	novel putative transporter 1, putative	0.186280576780983	0	1.84234437789068	1	3.1292568972875	1	-3.53347598533738	-1
PF3D7_1308900	DCP2	mRNA-decapping enzyme 2, putative	-0.5564328368021	0	0.099630964428318	0	1.64462643165529	1	0.434769405272827	0
PF3D7_1211700	MCM5	DNA replication licensing factor MCM5, putative	-0.217396885001469	0	2.60760173585033	1	-2.67869771700764	-1	1.87138032826203	0
PF3D7_0818500	N/A	zinc finger protein, putative	-0.871458032102539	0	0.0183582286072723	0	1.73967391368015	1	0.695390652692653	0
PF3D7_1321400	DHHC8	palmitoyltransferase DHHC8, putative	-0.0212381731803943	0	2.21879794663618	1	0.236788196748697	0	-0.869504345071217	0
PF3D7_0630600	N/A	conserved protein, unknown function	0.358604661809427	0	-1.07029403756271	0	1.86861661640732	1	0.339060690080746	0
PF3D7_0615600	N/A	zinc finger protein, putative	1.02908993381748	0	-1.82255379111765	-1	2.97811077376062	1	-0.689858285680567	0
