Gene ID	source_id	Gene Type	Input ID	Gene Name or Symbol	gene_source_id	EC numbers	Curated GO Process IDs	Curated GO Function IDs	Curated GO Component IDs	Genomic Sequence ID	
TGME49_209140	TGME49_209140-t26_1	protein coding gene	25.m01849	N/A	TGME49_209140	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209150	TGME49_209150-t26_1	protein coding gene	25.m01850	NDH2-I	TGME49_209150	1.6.5.3 (Transferred entry: 7.1.1.2)	N/A	N/A	GO:0005739	TGME49_chrIb	
TGME49_209160	TGME49_209160-t26_1	protein coding gene	25.m01851	N/A	TGME49_209160	2.3.1.97 (Glycylpeptide N-tetradecanoyltransferase)	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209170	TGME49_209170-t26_1	protein coding gene	25.m01852	N/A	TGME49_209170	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209180	TGME49_209180-t26_1	protein coding gene	25.m01853	N/A	TGME49_209180	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209190	TGME49_209190-t26_1	protein coding gene	25.m01854	N/A	TGME49_209190	3.6.3.44 (Transferred entry: 7.6.2.2)	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209200	TGME49_209200-t26_1	protein coding gene	25.m01855	N/A	TGME49_209200	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209210	TGME49_209210-t26_1	protein coding gene	25.m02940	N/A	TGME49_209210	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209240	TGME49_209240-t26_1	protein coding gene	25.m01857	N/A	TGME49_209240	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209250	TGME49_209250-t26_1	protein coding gene	25.m01859	N/A	TGME49_209250	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209260	TGME49_209260-t26_1	protein coding gene	25.m00211	N/A	TGME49_209260	1.9.3.1 (Transferred entry: 7.1.1.9)	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209270	TGME49_209270-t26_1	protein coding gene	25.m02941	N/A	TGME49_209270	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209280	TGME49_209280-t26_1	protein coding gene	25.m01861	N/A	TGME49_209280	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209290	TGME49_209290-t26_1	protein coding gene	25.m02955	RPS28	TGME49_209290	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209300	TGME49_209300-t26_1	protein coding gene	25.m01862	N/A	TGME49_209300	2.3.1.48 (Histone acetyltransferase)	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209410	TGME49_209410-t26_1	protein coding gene	25.m02956	N/A	TGME49_209410	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209420	TGME49_209420-t26_1	protein coding gene	25.m01863	N/A	TGME49_209420	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209430	TGME49_209430-t26_1	protein coding gene	25.m00200	N/A	TGME49_209430	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209440	TGME49_209440-t26_1	protein coding gene	25.m01865	N/A	TGME49_209440	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209450	TGME49_209450-t26_1	protein coding gene	25.m01866	N/A	TGME49_209450	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209460	TGME49_209460-t26_1	protein coding gene	25.m02942	N/A	TGME49_209460	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209470	TGME49_209470-t26_1	protein coding gene	25.m00210	N/A	TGME49_209470	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209480	TGME49_209480-t26_1	protein coding gene	25.m01868	N/A	TGME49_209480	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209490	TGME49_209490-t26_1	protein coding gene	25.m01869	N/A	TGME49_209490	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209500	TGME49_209500-t26_1	protein coding gene	25.m02943	N/A	TGME49_209500	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209510	TGME49_209510-t26_1	protein coding gene	25.m01872	N/A	TGME49_209510	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209520	TGME49_209520-t26_1	protein coding gene	25.m00208	N/A	TGME49_209520	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209540	TGME49_209540-t26_1	protein coding gene	25.m01874	N/A	TGME49_209540	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209550	TGME49_209550-t26_1	protein coding gene	25.m01875	N/A	TGME49_209550	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209560	TGME49_209560-t26_1	protein coding gene	25.m03609	N/A	TGME49_209560	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209570	TGME49_209570-t26_1	protein coding gene	25.m00206	XPMC2	TGME49_209570	3.1.13.1 (Exoribonuclease II)	N/A	N/A	GO:0005634	TGME49_chrIb	
TGME49_209580	TGME49_209580-t26_1	protein coding gene	25.m03619	N/A	TGME49_209580	2.1.1.173 (23S rRNA (guanine(2445)-N(2))-methyltransferase)	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209590	TGME49_209590-t26_1	protein coding gene	25.m02944	N/A	TGME49_209590	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209600	TGME49_209600-t26_1	protein coding gene	25.m02949	N/A	TGME49_209600	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209610	TGME49_209610-t26_1	protein coding gene	25.m02948	OWP2	TGME49_209610	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209620	TGME49_209620-t26_1	protein coding gene	25.m00205	N/A	TGME49_209620	3.4.23.34 (Cathepsin E)	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209630	TGME49_209630-t26_1	protein coding gene	25.m02946	N/A	TGME49_209630	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209640	TGME49_209640-t26_1	protein coding gene	25.m01879	N/A	TGME49_209640	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209650	TGME49_209650-t26_1	protein coding gene	25.m01880	N/A	TGME49_209650	2.7.7.49 (RNA-directed DNA polymerase)	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209670	TGME49_209670-t26_1	protein coding gene	25.m03621	N/A	TGME49_209670	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209680	TGME49_209680-t26_1	protein coding gene	25.m02945	N/A	TGME49_209680	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209690	TGME49_209690-t26_1	protein coding gene	25.m01882	N/A	TGME49_209690	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209700	TGME49_209700-t26_1	protein coding gene	25.m02950	N/A	TGME49_209700	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209710	TGME49_209710-t26_1	protein coding gene	25.m00005	RPl28	TGME49_209710	N/A	N/A	N/A	GO:0020011	TGME49_chrIb	
TGME49_209720	TGME49_209720-t26_1	protein coding gene	25.m01884	N/A	TGME49_209720	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209730	TGME49_209730-t26_1	protein coding gene	25.m01885	N/A	TGME49_209730	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209740	TGME49_209740-t26_1	protein coding gene	25.m01886	N/A	TGME49_209740	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209755	TGME49_209755-t26_1	protein coding gene	25.m01888, 25.m01887	N/A	TGME49_209755	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209770	TGME49_209770-t26_1	protein coding gene	25.m01889	N/A	TGME49_209770	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209780	TGME49_209780-t26_1	protein coding gene	25.m03622	N/A	TGME49_209780	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209790	TGME49_209790-t26_1	protein coding gene	25.m00201	N/A	TGME49_209790	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209800	TGME49_209800-t26_1	protein coding gene	25.m02951	N/A	TGME49_209800	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209810	TGME49_209810-t26_1	protein coding gene	25.m01891	N/A	TGME49_209810	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209820	TGME49_209820-t26_1	protein coding gene	25.m01892	N/A	TGME49_209820	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209830	TGME49_209830-t26_1	protein coding gene	25.m02952	N/A	TGME49_209830	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209850	TGME49_209850-t26_1	protein coding gene	25.m01893	N/A	TGME49_209850	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209860	TGME49_209860-t26_1	protein coding gene	25.m00202	N/A	TGME49_209860	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209870	TGME49_209870-t26_1	protein coding gene	25.m01895	N/A	TGME49_209870	3.1.3.41 (4-nitrophenylphosphatase)	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209880	TGME49_209880-t26_1	protein coding gene	25.m01896	N/A	TGME49_209880	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209890	TGME49_209890-t26_1	protein coding gene	25.m00204	N/A	TGME49_209890	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209910	TGME49_209910-t26_1	protein coding gene	25.m00008	N/A	TGME49_209910	N/A	N/A	N/A	GO:0005634	TGME49_chrIb	
TGME49_209920	TGME49_209920-t26_1	protein coding gene	25.m01899	N/A	TGME49_209920	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209930	TGME49_209930-t26_1	protein coding gene	25.m02953	N/A	TGME49_209930	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209950	TGME49_209950-t26_1	protein coding gene	25.m00203	N/A	TGME49_209950	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209960	TGME49_209960-t26_1	protein coding gene	25.m01902	N/A	TGME49_209960	2.4.1.18 (1,4-alpha-glucan branching enzyme);2.4.1.21 (Starch synthase)	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209970	TGME49_209970-t26_1	protein coding gene	25.m02954	N/A	TGME49_209970	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_209985	TGME49_209985-t26_1	protein coding gene	25.m01903	N/A	TGME49_209985	2.7.11.11 (cAMP-dependent protein kinase)	N/A	N/A	N/A	TGME49_chrIb	
TGME49_210100	TGME49_210100-t26_1	protein coding gene	25.m03608	N/A	TGME49_210100	N/A	N/A	N/A	N/A	TGME49_chrIb	
TGME49_210210	TGME49_210210-t26_1	protein coding gene	26.m00474	N/A	TGME49_210210	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_210220	TGME49_210220-t26_1	protein coding gene	26.m00368	N/A	TGME49_210220	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_210230	TGME49_210230-t26_1	protein coding gene	26.m00232	N/A	TGME49_210230	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_210245	TGME49_210245-t26_1	protein coding gene	26.m00478, 26.m00233	N/A	TGME49_210245	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_210260	TGME49_210260-t26_1	protein coding gene	26.m00234	N/A	TGME49_210260	1.1.1.8 (Glycerol-3-phosphate dehydrogenase (NAD(+)))	N/A	N/A	N/A	TGME49_chrIX	
TGME49_210270	TGME49_210270-t26_1	protein coding gene	26.m00235	N/A	TGME49_210270	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_210280	TGME49_210280-t26_1	protein coding gene	26.m00236	N/A	TGME49_210280	2.7.11.18 ([Myosin light-chain] kinase)	N/A	N/A	N/A	TGME49_chrIX	
TGME49_210300	TGME49_210300-t26_1	protein coding gene	26.m00372	N/A	TGME49_210300	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_210310	TGME49_210310-t26_1	protein coding gene	26.m00237	N/A	TGME49_210310	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_210320	TGME49_210320-t26_1	protein coding gene	26.m00238	SRS37A	TGME49_210320	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_210330	TGME49_210330-t26_1	protein coding gene	26.m00239	SRS37B	TGME49_210330	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_210345	TGME49_210345-t26_1	protein coding gene	26.m00476, 26.m00240	N/A	TGME49_210345	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_210360	TGME49_210360-t26_1	protein coding gene	26.m00241	N/A	TGME49_210360	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_210370	TGME49_210370-t26_1	protein coding gene	26.m00242	N/A	TGME49_210370	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_210380	TGME49_210380-t26_1	protein coding gene	26.m00243	N/A	TGME49_210380	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_210390	TGME49_210390-t26_1	protein coding gene	26.m00244	N/A	TGME49_210390	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_210400	TGME49_210400-t26_1	protein coding gene	26.m00245	N/A	TGME49_210400	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_210408	TGME49_210408-t26_1	protein coding gene	26.m00246	N/A	TGME49_210408	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_210412	TGME49_210412-t26_1	protein coding gene	26.m00246	N/A	TGME49_210412	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_210420	TGME49_210420-t26_1	protein coding gene	26.m00370	N/A	TGME49_210420	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_210430	TGME49_210430-t26_1	protein coding gene	26.m00247	N/A	TGME49_210430	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_210440	TGME49_210440-t26_1	protein coding gene	26.m00248	N/A	TGME49_210440	2.7.7.19 (Polynucleotide adenylyltransferase)	N/A	N/A	N/A	TGME49_chrIX	
TGME49_210450	TGME49_210450-t26_1	protein coding gene	26.m00249	N/A	TGME49_210450	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_210460	TGME49_210460-t26_1	protein coding gene	26.m00250	N/A	TGME49_210460	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_210478	TGME49_210478-t26_1	protein coding gene	26.m00369	N/A	TGME49_210478	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_210482	TGME49_210482-t26_1	protein coding gene	26.m00369	N/A	TGME49_210482	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_210600	TGME49_210600-t26_1	protein coding gene	173.m00003, 26.m00251	N/A	TGME49_210600	N/A	N/A	N/A	N/A	TGME49_chrIX	
TGME49_210690	TGME49_210690-t26_1	protein coding gene	27.m00119	RPS6	TGME49_210690	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_210700	TGME49_210700-t26_1	protein coding gene	27.m00118	N/A	TGME49_210700	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_210730	TGME49_210730-t26_1	protein coding gene	27.m00071	N/A	TGME49_210730	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_210740	TGME49_210740-t26_1	protein coding gene	27.m01473	N/A	TGME49_210740	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_210750	TGME49_210750-t26_1	protein coding gene	27.m00821	N/A	TGME49_210750	6.1.1.20 (Phenylalanine--tRNA ligase)	N/A	N/A	N/A	TGME49_chrIV	
TGME49_210760	TGME49_210760-t26_1	protein coding gene	27.m00822	N/A	TGME49_210760	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_210770	TGME49_210770-t26_1	protein coding gene	27.m00073	N/A	TGME49_210770	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_210778	TGME49_210778-t26_1	protein coding gene	27.m00114	N/A	TGME49_210778	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_210781	TGME49_210781-t26_1	protein coding gene	27.m00114	N/A	TGME49_210781	3.1.2.15 (Deleted entry)	N/A	N/A	N/A	TGME49_chrIV	
TGME49_210790	TGME49_210790-t26_1	protein coding gene	27.m00001	N/A	TGME49_210790	1.3.98.1 (Dihydroorotate oxidase (fumarate))	N/A	N/A	N/A	TGME49_chrIV	
TGME49_210800	TGME49_210800-t26_1	protein coding gene	27.m00826	N/A	TGME49_210800	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_210810	TGME49_210810-t26_1	protein coding gene	27.m00827	N/A	TGME49_210810	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_210820	TGME49_210820-t26_1	protein coding gene	27.m00828	N/A	TGME49_210820	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_210830	TGME49_210830-t26_1	protein coding gene	27.m00829	N/A	TGME49_210830	2.7.11.1 (Non-specific serine/threonine protein kinase)	N/A	N/A	N/A	TGME49_chrIV	
TGME49_210840	TGME49_210840-t26_1	protein coding gene	27.m00832	N/A	TGME49_210840	6.1.1.19 (Arginine--tRNA ligase)	N/A	N/A	N/A	TGME49_chrIV	
TGME49_210950	TGME49_210950-t26_1	protein coding gene	27.m00833	N/A	TGME49_210950	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_210960	TGME49_210960-t26_1	protein coding gene	27.m00834	N/A	TGME49_210960	2.7.7.7 (DNA-directed DNA polymerase)	N/A	N/A	N/A	TGME49_chrIV	
TGME49_210970	TGME49_210970-t26_1	protein coding gene	27.m01471	N/A	TGME49_210970	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_210980	TGME49_210980-t26_1	protein coding gene	27.m00835	N/A	TGME49_210980	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211000	TGME49_211000-t26_1	protein coding gene	27.m01474	N/A	TGME49_211000	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211010	TGME49_211010-t26_1	protein coding gene	27.m00836	N/A	TGME49_211010	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211020	TGME49_211020-t26_1	protein coding gene	27.m00080	N/A	TGME49_211020	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211030	TGME49_211030-t26_1	protein coding gene	27.m00081	N/A	TGME49_211030	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211040	TGME49_211040-t26_1	protein coding gene	27.m01477	N/A	TGME49_211040	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211050	TGME49_211050-t26_1	protein coding gene	27.m00839	N/A	TGME49_211050	3.6.1.3 (Adenosinetriphosphatase)	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211060	TGME49_211060-t26_1	protein coding gene	27.m00840	N/A	TGME49_211060	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211070	TGME49_211070-t26_1	protein coding gene	27.m00840	N/A	TGME49_211070	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211080	TGME49_211080-t26_1	protein coding gene	27.m00104	N/A	TGME49_211080	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211090	TGME49_211090-t26_1	protein coding gene	27.m00002	N/A	TGME49_211090	2.8.1.7 (Cysteine desulfurase)	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211150	TGME49_211150-t26_1	protein coding gene	27.m00843	N/A	TGME49_211150	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211220	TGME49_211220-t26_1	protein coding gene	27.m00082	N/A	TGME49_211220	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211230	TGME49_211230-t26_1	protein coding gene	27.m00082	N/A	TGME49_211230	5.3.1.23 (S-methyl-5-thioribose-1-phosphate isomerase)	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211240	TGME49_211240-t26_1	protein coding gene	27.m00845	N/A	TGME49_211240	3.1.1.29 (Aminoacyl-tRNA hydrolase)	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211250	TGME49_211250-t26_1	protein coding gene	27.m00845	N/A	TGME49_211250	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211260	TGME49_211260-t26_1	protein coding gene	27.m00846	ROP26	TGME49_211260	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211270	TGME49_211270-t26_1	protein coding gene	27.m00847	N/A	TGME49_211270	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211280	TGME49_211280-t26_1	protein coding gene	27.m00090	N/A	TGME49_211280	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211290	TGME49_211290-t26_1	protein coding gene	27.m00091	ROP15	TGME49_211290	N/A	N/A	N/A	GO:0045177	TGME49_chrIV	
TGME49_211300	TGME49_211300-t26_1	protein coding gene	27.m00850	N/A	TGME49_211300	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211310	TGME49_211310-t26_1	protein coding gene	27.m00850	N/A	TGME49_211310	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211320	TGME49_211320-t26_1	protein coding gene	27.m00092	N/A	TGME49_211320	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211330	TGME49_211330-t26_1	protein coding gene	27.m00852	N/A	TGME49_211330	3.4.11.18 (Methionyl aminopeptidase)	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211340	TGME49_211340-t26_1	protein coding gene	27.m00853	N/A	TGME49_211340	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211350	TGME49_211350-t26_1	protein coding gene	27.m00854	N/A	TGME49_211350	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211360	TGME49_211360-t26_1	protein coding gene	27.m00855	N/A	TGME49_211360	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211370	TGME49_211370-t26_1	protein coding gene	27.m00855	N/A	TGME49_211370	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211400	TGME49_211400-t26_1	protein coding gene	27.m00856	N/A	TGME49_211400	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211410	TGME49_211410-t26_1	protein coding gene	27.m00857	N/A	TGME49_211410	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211420	TGME49_211420-t26_1	protein coding gene	27.m00859	N/A	TGME49_211420	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211430	TGME49_211430-t26_1	protein coding gene	27.m00860	N/A	TGME49_211430	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211440	TGME49_211440-t26_1	protein coding gene	27.m00861	N/A	TGME49_211440	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211450	TGME49_211450-t26_1	protein coding gene	27.m00862	N/A	TGME49_211450	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211460	TGME49_211460-t26_1	protein coding gene	27.m00863	N/A	TGME49_211460	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211470	TGME49_211470-t26_1	protein coding gene	27.m00864	N/A	TGME49_211470	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211480	TGME49_211480-t26_1	protein coding gene	27.m00865	N/A	TGME49_211480	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211600	TGME49_211600-t26_1	protein coding gene	27.m00866	N/A	TGME49_211600	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211610	TGME49_211610-t26_1	protein coding gene	27.m01475	N/A	TGME49_211610	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211630	TGME49_211630-t26_1	protein coding gene	27.m00099	N/A	TGME49_211630	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211640	TGME49_211640-t26_1	protein coding gene	27.m00868	N/A	TGME49_211640	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211650	TGME49_211650-t26_1	protein coding gene	27.m01232	N/A	TGME49_211650	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211670	TGME49_211670-t26_1	protein coding gene	27.m00870	N/A	TGME49_211670	2.7.7.8 (Polyribonucleotide nucleotidyltransferase)	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211680	TGME49_211680-t26_1	protein coding gene	27.m00003	N/A	TGME49_211680	2.4.99.18 (Dolichyl-diphosphooligosaccharide--protein glycotransferase)	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211690	TGME49_211690-t26_1	protein coding gene	27.m00873, 27.m00872	N/A	TGME49_211690	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211700	TGME49_211700-t26_1	protein coding gene	27.m00873	N/A	TGME49_211700	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211710	TGME49_211710-t26_1	protein coding gene	27.m01468	N/A	TGME49_211710	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211720	TGME49_211720-t26_1	protein coding gene	27.m00874	AP2IV5	TGME49_211720	N/A	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211730	TGME49_211730-t26_1	protein coding gene	27.m00875	SET8	TGME49_211730	2.1.1.43 (Transferred entry: 2.1.1.354)	N/A	N/A	N/A	TGME49_chrIV	
TGME49_211850	TGME49_211850-t26_1	protein coding gene	28.m00429	N/A	TGME49_211850	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_211860	TGME49_211860-t26_1	protein coding gene	28.m00283	N/A	TGME49_211860	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_211870	TGME49_211870-t26_1	protein coding gene	28.m00546	N/A	TGME49_211870	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_211880	TGME49_211880-t26_1	protein coding gene	28.m00545	N/A	TGME49_211880	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_211890	TGME49_211890-t26_1	protein coding gene	28.m00547, 28.m00284	N/A	TGME49_211890	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_211910	TGME49_211910-t26_1	protein coding gene	28.m00286	N/A	TGME49_211910	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_211920	TGME49_211920-t26_1	protein coding gene	28.m00548	N/A	TGME49_211920	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_212030	TGME49_212030-t26_1	protein coding gene	28.m00287	N/A	TGME49_212030	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_212045	TGME49_212045-t26_1	protein coding gene	28.m00288, 28.m00289	N/A	TGME49_212045	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_212060	TGME49_212060-t26_1	protein coding gene	28.m00289	N/A	TGME49_212060	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_212075	TGME49_212075-t26_1	protein coding gene	28.m00430, 28.m00431	N/A	TGME49_212075	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_212090	TGME49_212090-t26_1	protein coding gene	28.m00290	N/A	TGME49_212090	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_212100	TGME49_212100-t26_1	protein coding gene	28.m00291	N/A	TGME49_212100	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_212130	TGME49_212130-t26_1	protein coding gene	28.m00293	N/A	TGME49_212130	3.1.1.3 (Triacylglycerol lipase)	N/A	N/A	N/A	TGME49_chrX	
TGME49_212140	TGME49_212140-t26_1	protein coding gene	28.m00294	N/A	TGME49_212140	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_212150	TGME49_212150-t26_1	protein coding gene	28.m00295	N/A	TGME49_212150	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_212160	TGME49_212160-t26_1	protein coding gene	28.m00296	N/A	TGME49_212160	N/A	N/A	N/A	N/A	TGME49_chrX	
TGME49_212170	TGME49_212170-t26_1	protein coding gene	28.m00297	N/A	TGME49_212170	N/A	N/A	N/A	N/A	TGME49_chrX	
